#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1985    0.20873E+03   -0.19878E+02   -0.88967E-09   -0.19878E+02    0.96379E+01    0.23377E-10   -0.88967E-09    0.23377E-10    0.24494E-15
  1986    0.20897E+03   -0.19936E+02   -0.93556E-09   -0.19936E+02    0.95754E+01    0.24963E-10   -0.93556E-09    0.24963E-10    0.24435E-15
  1987    0.20921E+03   -0.19991E+02   -0.97966E-09   -0.19991E+02    0.95129E+01    0.26453E-10   -0.97966E-09    0.26453E-10    0.24377E-15
  1988    0.20946E+03   -0.20042E+02   -0.10219E-08   -0.20042E+02    0.94496E+01    0.27843E-10   -0.10219E-08    0.27843E-10    0.24318E-15
  1989    0.20971E+03   -0.20087E+02   -0.10621E-08   -0.20087E+02    0.93862E+01    0.29129E-10   -0.10621E-08    0.29129E-10    0.24260E-15
  1990    0.20997E+03   -0.20131E+02   -0.11002E-08   -0.20131E+02    0.93221E+01    0.30305E-10   -0.11002E-08    0.30305E-10    0.24201E-15
  1991    0.21021E+03   -0.20169E+02   -0.11361E-08   -0.20169E+02    0.92564E+01    0.31368E-10   -0.11361E-08    0.31368E-10    0.24143E-15
  1992    0.21046E+03   -0.20204E+02   -0.11698E-08   -0.20204E+02    0.91913E+01    0.32314E-10   -0.11698E-08    0.32314E-10    0.24085E-15
  1993    0.21071E+03   -0.20234E+02   -0.12012E-08   -0.20234E+02    0.91262E+01    0.33138E-10   -0.12012E-08    0.33138E-10    0.24028E-15
  1994    0.21096E+03   -0.20261E+02   -0.12300E-08   -0.20261E+02    0.90596E+01    0.33836E-10   -0.12300E-08    0.33836E-10    0.23970E-15
  1995    0.21123E+03   -0.20284E+02   -0.12564E-08   -0.20284E+02    0.89929E+01    0.34404E-10   -0.12564E-08    0.34404E-10    0.23912E-15
  1996    0.21148E+03   -0.20303E+02   -0.12800E-08   -0.20303E+02    0.89253E+01    0.34837E-10   -0.12800E-08    0.34837E-10    0.23855E-15
  1997    0.21173E+03   -0.20317E+02   -0.13010E-08   -0.20317E+02    0.88577E+01    0.35131E-10   -0.13010E-08    0.35131E-10    0.23798E-15
  1998    0.21199E+03   -0.20327E+02   -0.13191E-08   -0.20327E+02    0.87908E+01    0.35282E-10   -0.13191E-08    0.35282E-10    0.23741E-15
  1999    0.21224E+03   -0.20334E+02   -0.13343E-08   -0.20334E+02    0.87223E+01    0.35285E-10   -0.13343E-08    0.35285E-10    0.23684E-15
  2000    0.21249E+03   -0.20336E+02   -0.13465E-08   -0.20336E+02    0.86545E+01    0.35137E-10   -0.13465E-08    0.35137E-10    0.23627E-15
  2001    0.21274E+03   -0.20335E+02   -0.13556E-08   -0.20335E+02    0.85866E+01    0.34834E-10   -0.13556E-08    0.34834E-10    0.23571E-15
  2002    0.21299E+03   -0.20329E+02   -0.13618E-08   -0.20329E+02    0.85179E+01    0.34382E-10   -0.13618E-08    0.34382E-10    0.23514E-15
  2003    0.21324E+03   -0.20320E+02   -0.13650E-08   -0.20320E+02    0.84491E+01    0.33788E-10   -0.13650E-08    0.33788E-10    0.23458E-15
  2004    0.21350E+03   -0.20306E+02   -0.13654E-08   -0.20306E+02    0.83803E+01    0.33057E-10   -0.13654E-08    0.33057E-10    0.23402E-15
  2005    0.21373E+03   -0.20289E+02   -0.13632E-08   -0.20289E+02    0.83106E+01    0.32198E-10   -0.13632E-08    0.32198E-10    0.23346E-15
  2006    0.21398E+03   -0.20268E+02   -0.13584E-08   -0.20268E+02    0.82423E+01    0.31216E-10   -0.13584E-08    0.31216E-10    0.23290E-15
  2007    0.21421E+03   -0.20242E+02   -0.13510E-08   -0.20242E+02    0.81725E+01    0.30119E-10   -0.13510E-08    0.30119E-10    0.23234E-15
  2008    0.21446E+03   -0.20214E+02   -0.13414E-08   -0.20214E+02    0.81026E+01    0.28913E-10   -0.13414E-08    0.28913E-10    0.23178E-15
  2009    0.21469E+03   -0.20180E+02   -0.13294E-08   -0.20180E+02    0.80333E+01    0.27605E-10   -0.13294E-08    0.27605E-10    0.23123E-15
  2010    0.21491E+03   -0.20143E+02   -0.13154E-08   -0.20143E+02    0.79640E+01    0.26201E-10   -0.13154E-08    0.26201E-10    0.23068E-15
  2011    0.21514E+03   -0.20102E+02   -0.12992E-08   -0.20102E+02    0.78939E+01    0.24709E-10   -0.12992E-08    0.24709E-10    0.23013E-15
  2012    0.21537E+03   -0.20058E+02   -0.12811E-08   -0.20058E+02    0.78244E+01    0.23135E-10   -0.12811E-08    0.23135E-10    0.22958E-15
  2013    0.21558E+03   -0.20010E+02   -0.12612E-08   -0.20010E+02    0.77542E+01    0.21486E-10   -0.12612E-08    0.21486E-10    0.22903E-15
  2014    0.21579E+03   -0.19957E+02   -0.12395E-08   -0.19957E+02    0.76853E+01    0.19769E-10   -0.12395E-08    0.19769E-10    0.22848E-15
  2015    0.21601E+03   -0.19902E+02   -0.12162E-08   -0.19902E+02    0.76156E+01    0.17990E-10   -0.12162E-08    0.17990E-10    0.22794E-15
  2016    0.21622E+03   -0.19842E+02   -0.11914E-08   -0.19842E+02    0.75466E+01    0.16157E-10   -0.11914E-08    0.16157E-10    0.22739E-15
  2017    0.21641E+03   -0.19779E+02   -0.11652E-08   -0.19779E+02    0.74775E+01    0.14275E-10   -0.11652E-08    0.14275E-10    0.22685E-15
  2018    0.21660E+03   -0.19713E+02   -0.11376E-08   -0.19713E+02    0.74085E+01    0.12352E-10   -0.11376E-08    0.12352E-10    0.22631E-15
  2019    0.21679E+03   -0.19641E+02   -0.11088E-08   -0.19641E+02    0.73396E+01    0.10395E-10   -0.11088E-08    0.10395E-10    0.22577E-15
  2020    0.21698E+03   -0.19567E+02   -0.10789E-08   -0.19567E+02    0.72707E+01    0.84092E-11   -0.10789E-08    0.84092E-11    0.22523E-15
  2021    0.21716E+03   -0.19489E+02   -0.10481E-08   -0.19489E+02    0.72025E+01    0.64028E-11   -0.10481E-08    0.64028E-11    0.22469E-15
  2022    0.21732E+03   -0.19409E+02   -0.10163E-08   -0.19409E+02    0.71344E+01    0.43821E-11   -0.10163E-08    0.43821E-11    0.22416E-15
  2023    0.21748E+03   -0.19324E+02   -0.98375E-09   -0.19324E+02    0.70665E+01    0.23539E-11   -0.98375E-09    0.23539E-11    0.22362E-15
  2024    0.21764E+03   -0.19236E+02   -0.95051E-09   -0.19236E+02    0.69989E+01    0.32488E-12   -0.95051E-09    0.32488E-12    0.22309E-15
  2025    0.21778E+03   -0.19145E+02   -0.91669E-09   -0.19145E+02    0.69315E+01   -0.16982E-11   -0.91669E-09   -0.16982E-11    0.22256E-15
  2026    0.21793E+03   -0.19050E+02   -0.88241E-09   -0.19050E+02    0.68644E+01   -0.37085E-11   -0.88241E-09   -0.37085E-11    0.22203E-15
  2027    0.21807E+03   -0.18952E+02   -0.84775E-09   -0.18952E+02    0.67978E+01   -0.56995E-11   -0.84775E-09   -0.56995E-11    0.22150E-15
  2028    0.21820E+03   -0.18850E+02   -0.81283E-09   -0.18850E+02    0.67315E+01   -0.76642E-11   -0.81283E-09   -0.76642E-11    0.22097E-15
  2029    0.21832E+03   -0.18746E+02   -0.77776E-09   -0.18746E+02    0.66656E+01   -0.95959E-11   -0.77776E-09   -0.95959E-11    0.22045E-15
  2030    0.21843E+03   -0.18638E+02   -0.74263E-09   -0.18638E+02    0.66000E+01   -0.11488E-10   -0.74263E-09   -0.11488E-10    0.21992E-15
  2031    0.21853E+03   -0.18528E+02   -0.70756E-09   -0.18528E+02    0.65349E+01   -0.13333E-10   -0.70756E-09   -0.13333E-10    0.21940E-15
  2032    0.21863E+03   -0.18414E+02   -0.67265E-09   -0.18414E+02    0.64701E+01   -0.15126E-10   -0.67265E-09   -0.15126E-10    0.21888E-15
  2033    0.21872E+03   -0.18297E+02   -0.63800E-09   -0.18297E+02    0.64060E+01   -0.16858E-10   -0.63800E-09   -0.16858E-10    0.21836E-15
  2034    0.21881E+03   -0.18177E+02   -0.60372E-09   -0.18177E+02    0.63423E+01   -0.18524E-10   -0.60372E-09   -0.18524E-10    0.21784E-15
  2035    0.21888E+03   -0.18054E+02   -0.56992E-09   -0.18054E+02    0.62791E+01   -0.20116E-10   -0.56992E-09   -0.20116E-10    0.21732E-15
  2036    0.21894E+03   -0.17929E+02   -0.53670E-09   -0.17929E+02    0.62163E+01   -0.21628E-10   -0.53670E-09   -0.21628E-10    0.21681E-15
  2037    0.21900E+03   -0.17801E+02   -0.50417E-09   -0.17801E+02    0.61542E+01   -0.23053E-10   -0.50417E-09   -0.23053E-10    0.21629E-15
  2038    0.21903E+03   -0.17670E+02   -0.47242E-09   -0.17670E+02    0.60925E+01   -0.24384E-10   -0.47242E-09   -0.24384E-10    0.21578E-15
  2039    0.21907E+03   -0.17535E+02   -0.44158E-09   -0.17535E+02    0.60315E+01   -0.25615E-10   -0.44158E-09   -0.25615E-10    0.21527E-15
  2040    0.21910E+03   -0.17399E+02   -0.41174E-09   -0.17399E+02    0.59711E+01   -0.26739E-10   -0.41174E-09   -0.26739E-10    0.21475E-15
  2041    0.21911E+03   -0.17260E+02   -0.38300E-09   -0.17260E+02    0.59111E+01   -0.27749E-10   -0.38300E-09   -0.27749E-10    0.21425E-15
  2042    0.21913E+03   -0.17118E+02   -0.35548E-09   -0.17118E+02    0.58519E+01   -0.28637E-10   -0.35548E-09   -0.28637E-10    0.21374E-15
  2043    0.21912E+03   -0.16974E+02   -0.32927E-09   -0.16974E+02    0.57933E+01   -0.29399E-10   -0.32927E-09   -0.29399E-10    0.21323E-15
  2044    0.21912E+03   -0.16827E+02   -0.30449E-09   -0.16827E+02    0.57353E+01   -0.30026E-10   -0.30449E-09   -0.30026E-10    0.21272E-15
  2045    0.21909E+03   -0.16678E+02   -0.28124E-09   -0.16678E+02    0.56780E+01   -0.30512E-10   -0.28124E-09   -0.30512E-10    0.21222E-15
  2046    0.21907E+03   -0.16527E+02   -0.25962E-09   -0.16527E+02    0.56213E+01   -0.30851E-10   -0.25962E-09   -0.30851E-10    0.21172E-15
  2047    0.21903E+03   -0.16374E+02   -0.23974E-09   -0.16374E+02    0.55653E+01   -0.31035E-10   -0.23974E-09   -0.31035E-10    0.21122E-15
  2048    0.21898E+03   -0.16218E+02   -0.22171E-09   -0.16218E+02    0.55101E+01   -0.31058E-10   -0.22171E-09   -0.31058E-10    0.21072E-15
  2049    0.21892E+03   -0.16061E+02   -0.20563E-09   -0.16061E+02    0.54556E+01   -0.30913E-10   -0.20563E-09   -0.30913E-10    0.21022E-15
  2050    0.21885E+03   -0.15900E+02   -0.19160E-09   -0.15900E+02    0.54018E+01   -0.30593E-10   -0.19160E-09   -0.30593E-10    0.20972E-15
  2051    0.21876E+03   -0.15739E+02   -0.17970E-09   -0.15739E+02    0.53487E+01   -0.30094E-10   -0.17970E-09   -0.30094E-10    0.20922E-15
  2052    0.21868E+03   -0.15575E+02   -0.16989E-09   -0.15575E+02    0.52965E+01   -0.29420E-10   -0.16989E-09   -0.29420E-10    0.20873E-15
  2053    0.21857E+03   -0.15409E+02   -0.16209E-09   -0.15409E+02    0.52450E+01   -0.28581E-10   -0.16209E-09   -0.28581E-10    0.20824E-15
  2054    0.21846E+03   -0.15242E+02   -0.15621E-09   -0.15242E+02    0.51943E+01   -0.27582E-10   -0.15621E-09   -0.27582E-10    0.20774E-15
  2055    0.21833E+03   -0.15073E+02   -0.15219E-09   -0.15073E+02    0.51443E+01   -0.26431E-10   -0.15219E-09   -0.26431E-10    0.20725E-15
  2056    0.21819E+03   -0.14902E+02   -0.14995E-09   -0.14902E+02    0.50952E+01   -0.25136E-10   -0.14995E-09   -0.25136E-10    0.20676E-15
  2057    0.21805E+03   -0.14729E+02   -0.14941E-09   -0.14729E+02    0.50470E+01   -0.23704E-10   -0.14941E-09   -0.23704E-10    0.20627E-15
  2058    0.21790E+03   -0.14556E+02   -0.15050E-09   -0.14556E+02    0.49995E+01   -0.22142E-10   -0.15050E-09   -0.22142E-10    0.20579E-15
  2059    0.21773E+03   -0.14380E+02   -0.15313E-09   -0.14380E+02    0.49529E+01   -0.20459E-10   -0.15313E-09   -0.20459E-10    0.20530E-15
  2060    0.21756E+03   -0.14202E+02   -0.15723E-09   -0.14202E+02    0.49070E+01   -0.18661E-10   -0.15723E-09   -0.18661E-10    0.20482E-15
  2061    0.21737E+03   -0.14024E+02   -0.16273E-09   -0.14024E+02    0.48621E+01   -0.16755E-10   -0.16273E-09   -0.16755E-10    0.20433E-15
  2062    0.21717E+03   -0.13845E+02   -0.16955E-09   -0.13845E+02    0.48181E+01   -0.14750E-10   -0.16955E-09   -0.14750E-10    0.20385E-15
  2063    0.21697E+03   -0.13663E+02   -0.17761E-09   -0.13663E+02    0.47749E+01   -0.12653E-10   -0.17761E-09   -0.12653E-10    0.20337E-15
  2064    0.21674E+03   -0.13481E+02   -0.18683E-09   -0.13481E+02    0.47327E+01   -0.10470E-10   -0.18683E-09   -0.10470E-10    0.20289E-15
  2065    0.21651E+03   -0.13298E+02   -0.19714E-09   -0.13298E+02    0.46913E+01   -0.82100E-11   -0.19714E-09   -0.82100E-11    0.20241E-15
  2066    0.21627E+03   -0.13115E+02   -0.20846E-09   -0.13115E+02    0.46509E+01   -0.58799E-11   -0.20846E-09   -0.58799E-11    0.20193E-15
  2067    0.21602E+03   -0.12930E+02   -0.22072E-09   -0.12930E+02    0.46113E+01   -0.34872E-11   -0.22072E-09   -0.34872E-11    0.20146E-15
  2068    0.21575E+03   -0.12745E+02   -0.23383E-09   -0.12745E+02    0.45727E+01   -0.10392E-11   -0.23383E-09   -0.10392E-11    0.20098E-15
  2069    0.21548E+03   -0.12558E+02   -0.24773E-09   -0.12558E+02    0.45350E+01    0.14565E-11   -0.24773E-09    0.14565E-11    0.20051E-15
  2070    0.21518E+03   -0.12371E+02   -0.26233E-09   -0.12371E+02    0.44983E+01    0.39927E-11   -0.26233E-09    0.39927E-11    0.20004E-15
  2071    0.21488E+03   -0.12184E+02   -0.27756E-09   -0.12184E+02    0.44624E+01    0.65618E-11   -0.27756E-09    0.65618E-11    0.19957E-15
  2072    0.21458E+03   -0.11995E+02   -0.29335E-09   -0.11995E+02    0.44276E+01    0.91564E-11   -0.29335E-09    0.91564E-11    0.19910E-15
  2073    0.21425E+03   -0.11807E+02   -0.30960E-09   -0.11807E+02    0.43937E+01    0.11769E-10   -0.30960E-09    0.11769E-10    0.19863E-15
  2074    0.21393E+03   -0.11618E+02   -0.32626E-09   -0.11618E+02    0.43607E+01    0.14392E-10   -0.32626E-09    0.14392E-10    0.19816E-15
  2075    0.21358E+03   -0.11428E+02   -0.34324E-09   -0.11428E+02    0.43287E+01    0.17019E-10   -0.34324E-09    0.17019E-10    0.19769E-15
  2076    0.21322E+03   -0.11238E+02   -0.36046E-09   -0.11238E+02    0.42976E+01    0.19641E-10   -0.36046E-09    0.19641E-10    0.19723E-15
  2077    0.21287E+03   -0.11048E+02   -0.37785E-09   -0.11048E+02    0.42676E+01    0.22252E-10   -0.37785E-09    0.22252E-10    0.19676E-15
  2078    0.21249E+03   -0.10857E+02   -0.39533E-09   -0.10857E+02    0.42385E+01    0.24844E-10   -0.39533E-09    0.24844E-10    0.19630E-15
  2079    0.21209E+03   -0.10667E+02   -0.41283E-09   -0.10667E+02    0.42104E+01    0.27409E-10   -0.41283E-09    0.27409E-10    0.19584E-15
  2080    0.21170E+03   -0.10476E+02   -0.43027E-09   -0.10476E+02    0.41832E+01    0.29941E-10   -0.43027E-09    0.29941E-10    0.19538E-15
  2081    0.21129E+03   -0.10286E+02   -0.44757E-09   -0.10286E+02    0.41571E+01    0.32431E-10   -0.44757E-09    0.32431E-10    0.19492E-15
  2082    0.21087E+03   -0.10095E+02   -0.46465E-09   -0.10095E+02    0.41318E+01    0.34872E-10   -0.46465E-09    0.34872E-10    0.19446E-15
  2083    0.21045E+03   -0.99063E+01   -0.48145E-09   -0.99063E+01    0.41076E+01    0.37257E-10   -0.48145E-09    0.37257E-10    0.19400E-15
  2084    0.21000E+03   -0.97163E+01   -0.49788E-09   -0.97163E+01    0.40845E+01    0.39579E-10   -0.49788E-09    0.39579E-10    0.19355E-15
  2085    0.20956E+03   -0.95261E+01   -0.51386E-09   -0.95261E+01    0.40622E+01    0.41829E-10   -0.51386E-09    0.41829E-10    0.19309E-15
  2086    0.20910E+03   -0.93364E+01   -0.52932E-09   -0.93364E+01    0.40409E+01    0.44001E-10   -0.52932E-09    0.44001E-10    0.19264E-15
  2087    0.20863E+03   -0.91479E+01   -0.54418E-09   -0.91479E+01    0.40207E+01    0.46087E-10   -0.54418E-09    0.46087E-10    0.19219E-15
  2088    0.20815E+03   -0.89599E+01   -0.55837E-09   -0.89599E+01    0.40014E+01    0.48080E-10   -0.55837E-09    0.48080E-10    0.19173E-15
  2089    0.20766E+03   -0.87716E+01   -0.57181E-09   -0.87716E+01    0.39831E+01    0.49972E-10   -0.57181E-09    0.49972E-10    0.19128E-15
  2090    0.20715E+03   -0.85846E+01   -0.58442E-09   -0.85846E+01    0.39658E+01    0.51756E-10   -0.58442E-09    0.51756E-10    0.19083E-15
  2091    0.20665E+03   -0.83980E+01   -0.59612E-09   -0.83980E+01    0.39494E+01    0.53425E-10   -0.59612E-09    0.53425E-10    0.19039E-15
  2092    0.20613E+03   -0.82127E+01   -0.60685E-09   -0.82127E+01    0.39340E+01    0.54970E-10   -0.60685E-09    0.54970E-10    0.18994E-15
  2093    0.20559E+03   -0.80263E+01   -0.61652E-09   -0.80263E+01    0.39195E+01    0.56385E-10   -0.61652E-09    0.56385E-10    0.18949E-15
  2094    0.20506E+03   -0.78419E+01   -0.62505E-09   -0.78419E+01    0.39061E+01    0.57662E-10   -0.62505E-09    0.57662E-10    0.18905E-15
  2095    0.20451E+03   -0.76587E+01   -0.63238E-09   -0.76587E+01    0.38936E+01    0.58794E-10   -0.63238E-09    0.58794E-10    0.18860E-15
  2096    0.20395E+03   -0.74769E+01   -0.63841E-09   -0.74769E+01    0.38822E+01    0.59773E-10   -0.63841E-09    0.59773E-10    0.18816E-15
  2097    0.20338E+03   -0.72955E+01   -0.64308E-09   -0.72955E+01    0.38715E+01    0.60591E-10   -0.64308E-09    0.60591E-10    0.18772E-15
  2098    0.20280E+03   -0.71156E+01   -0.64631E-09   -0.71156E+01    0.38619E+01    0.61243E-10   -0.64631E-09    0.61243E-10    0.18728E-15
  2099    0.20222E+03   -0.69358E+01   -0.64803E-09   -0.69358E+01    0.38532E+01    0.61719E-10   -0.64803E-09    0.61719E-10    0.18684E-15
  2100    0.20163E+03   -0.67583E+01   -0.64815E-09   -0.67583E+01    0.38456E+01    0.62013E-10   -0.64815E-09    0.62013E-10    0.18640E-15
  2101    0.20102E+03   -0.65817E+01   -0.64662E-09   -0.65817E+01    0.38388E+01    0.62119E-10   -0.64662E-09    0.62119E-10    0.18596E-15
  2102    0.20041E+03   -0.64062E+01   -0.64349E-09   -0.64062E+01    0.38329E+01    0.62042E-10   -0.64349E-09    0.62042E-10    0.18553E-15
  2103    0.19979E+03   -0.62322E+01   -0.63881E-09   -0.62322E+01    0.38280E+01    0.61788E-10   -0.63881E-09    0.61788E-10    0.18509E-15
  2104    0.19916E+03   -0.60596E+01   -0.63265E-09   -0.60596E+01    0.38240E+01    0.61363E-10   -0.63265E-09    0.61363E-10    0.18466E-15
  2105    0.19852E+03   -0.58884E+01   -0.62508E-09   -0.58884E+01    0.38208E+01    0.60775E-10   -0.62508E-09    0.60775E-10    0.18422E-15
  2106    0.19787E+03   -0.57187E+01   -0.61614E-09   -0.57187E+01    0.38187E+01    0.60029E-10   -0.61614E-09    0.60029E-10    0.18379E-15
  2107    0.19722E+03   -0.55507E+01   -0.60592E-09   -0.55507E+01    0.38173E+01    0.59132E-10   -0.60592E-09    0.59132E-10    0.18336E-15
  2108    0.19655E+03   -0.53842E+01   -0.59447E-09   -0.53842E+01    0.38169E+01    0.58090E-10   -0.59447E-09    0.58090E-10    0.18293E-15
  2109    0.19588E+03   -0.52194E+01   -0.58186E-09   -0.52194E+01    0.38173E+01    0.56910E-10   -0.58186E-09    0.56910E-10    0.18250E-15
  2110    0.19521E+03   -0.50564E+01   -0.56814E-09   -0.50564E+01    0.38187E+01    0.55599E-10   -0.56814E-09    0.55599E-10    0.18207E-15
  2111    0.19452E+03   -0.48951E+01   -0.55339E-09   -0.48951E+01    0.38208E+01    0.54163E-10   -0.55339E-09    0.54163E-10    0.18165E-15
  2112    0.19383E+03   -0.47356E+01   -0.53766E-09   -0.47356E+01    0.38239E+01    0.52608E-10   -0.53766E-09    0.52608E-10    0.18122E-15
  2113    0.19313E+03   -0.45781E+01   -0.52102E-09   -0.45781E+01    0.38276E+01    0.50940E-10   -0.52102E-09    0.50940E-10    0.18080E-15
  2114    0.19242E+03   -0.44224E+01   -0.50353E-09   -0.44224E+01    0.38323E+01    0.49168E-10   -0.50353E-09    0.49168E-10    0.18037E-15
  2115    0.19171E+03   -0.42687E+01   -0.48525E-09   -0.42687E+01    0.38379E+01    0.47295E-10   -0.48525E-09    0.47295E-10    0.17995E-15
  2116    0.19099E+03   -0.41171E+01   -0.46626E-09   -0.41171E+01    0.38443E+01    0.45330E-10   -0.46626E-09    0.45330E-10    0.17953E-15
  2117    0.19027E+03   -0.39676E+01   -0.44660E-09   -0.39676E+01    0.38518E+01    0.43279E-10   -0.44660E-09    0.43279E-10    0.17911E-15
  2118    0.18953E+03   -0.38201E+01   -0.42635E-09   -0.38201E+01    0.38597E+01    0.41148E-10   -0.42635E-09    0.41148E-10    0.17869E-15
  2119    0.18880E+03   -0.36748E+01   -0.40556E-09   -0.36748E+01    0.38685E+01    0.38944E-10   -0.40556E-09    0.38944E-10    0.17827E-15
  2120    0.18805E+03   -0.35316E+01   -0.38431E-09   -0.35316E+01    0.38780E+01    0.36672E-10   -0.38431E-09    0.36672E-10    0.17786E-15
  2121    0.18730E+03   -0.33907E+01   -0.36265E-09   -0.33907E+01    0.38885E+01    0.34341E-10   -0.36265E-09    0.34341E-10    0.17744E-15
  2122    0.18654E+03   -0.32520E+01   -0.34065E-09   -0.32520E+01    0.38995E+01    0.31955E-10   -0.34065E-09    0.31955E-10    0.17703E-15
  2123    0.18578E+03   -0.31157E+01   -0.31837E-09   -0.31157E+01    0.39113E+01    0.29522E-10   -0.31837E-09    0.29522E-10    0.17661E-15
  2124    0.18502E+03   -0.29817E+01   -0.29587E-09   -0.29817E+01    0.39238E+01    0.27048E-10   -0.29587E-09    0.27048E-10    0.17620E-15
  2125    0.18424E+03   -0.28500E+01   -0.27322E-09   -0.28500E+01    0.39371E+01    0.24539E-10   -0.27322E-09    0.24539E-10    0.17579E-15
  2126    0.18347E+03   -0.27208E+01   -0.25047E-09   -0.27208E+01    0.39510E+01    0.22002E-10   -0.25047E-09    0.22002E-10    0.17538E-15
  2127    0.18268E+03   -0.25940E+01   -0.22770E-09   -0.25940E+01    0.39657E+01    0.19444E-10   -0.22770E-09    0.19444E-10    0.17497E-15
