#    L    TT             EE             BB             TE             PP             TP             EP          
   225    0.55780E+04    0.96494E+00    0.00000E+00    0.22206E+02    0.43955E-07    0.12706E-03    0.44159E-07
   226    0.55749E+04    0.99641E+00    0.00000E+00    0.23812E+02    0.43739E-07    0.12599E-03    0.57639E-07
   227    0.55711E+04    0.10296E+01    0.00000E+00    0.25426E+02    0.43524E-07    0.12494E-03    0.71049E-07
   228    0.55668E+04    0.10644E+01    0.00000E+00    0.27046E+02    0.43311E-07    0.12389E-03    0.84388E-07
   229    0.55618E+04    0.11010E+01    0.00000E+00    0.28672E+02    0.43100E-07    0.12285E-03    0.97657E-07
   230    0.55563E+04    0.11393E+01    0.00000E+00    0.30303E+02    0.42890E-07    0.12182E-03    0.11086E-06
   231    0.55500E+04    0.11794E+01    0.00000E+00    0.31939E+02    0.42682E-07    0.12080E-03    0.12399E-06
   232    0.55432E+04    0.12213E+01    0.00000E+00    0.33579E+02    0.42476E-07    0.11979E-03    0.13705E-06
   233    0.55359E+04    0.12652E+01    0.00000E+00    0.35221E+02    0.42271E-07    0.11878E-03    0.15004E-06
   234    0.55278E+04    0.13109E+01    0.00000E+00    0.36866E+02    0.42068E-07    0.11779E-03    0.16296E-06
   235    0.55192E+04    0.13585E+01    0.00000E+00    0.38512E+02    0.41866E-07    0.11680E-03    0.17581E-06
   236    0.55099E+04    0.14080E+01    0.00000E+00    0.40160E+02    0.41666E-07    0.11582E-03    0.18859E-06
   237    0.55000E+04    0.14594E+01    0.00000E+00    0.41807E+02    0.41467E-07    0.11485E-03    0.20131E-06
   238    0.54896E+04    0.15129E+01    0.00000E+00    0.43455E+02    0.41270E-07    0.11388E-03    0.21396E-06
   239    0.54786E+04    0.15683E+01    0.00000E+00    0.45102E+02    0.41075E-07    0.11293E-03    0.22654E-06
   240    0.54668E+04    0.16256E+01    0.00000E+00    0.46745E+02    0.40881E-07    0.11198E-03    0.23905E-06
   241    0.54547E+04    0.16851E+01    0.00000E+00    0.48387E+02    0.40688E-07    0.11104E-03    0.25149E-06
   242    0.54419E+04    0.17465E+01    0.00000E+00    0.50025E+02    0.40497E-07    0.11011E-03    0.26387E-06
   243    0.54286E+04    0.18101E+01    0.00000E+00    0.51659E+02    0.40307E-07    0.10918E-03    0.27618E-06
   244    0.54146E+04    0.18756E+01    0.00000E+00    0.53289E+02    0.40119E-07    0.10827E-03    0.28843E-06
   245    0.54001E+04    0.19433E+01    0.00000E+00    0.54913E+02    0.39932E-07    0.10736E-03    0.30061E-06
   246    0.53850E+04    0.20131E+01    0.00000E+00    0.56531E+02    0.39746E-07    0.10645E-03    0.31272E-06
   247    0.53694E+04    0.20849E+01    0.00000E+00    0.58142E+02    0.39562E-07    0.10556E-03    0.32476E-06
   248    0.53533E+04    0.21592E+01    0.00000E+00    0.59745E+02    0.39379E-07    0.10467E-03    0.33674E-06
   249    0.53366E+04    0.22353E+01    0.00000E+00    0.61341E+02    0.39197E-07    0.10379E-03    0.34866E-06
   250    0.53194E+04    0.23137E+01    0.00000E+00    0.62927E+02    0.39017E-07    0.10292E-03    0.36051E-06
   251    0.53018E+04    0.23942E+01    0.00000E+00    0.64504E+02    0.38838E-07    0.10205E-03    0.37229E-06
   252    0.52835E+04    0.24769E+01    0.00000E+00    0.66070E+02    0.38661E-07    0.10119E-03    0.38401E-06
   253    0.52648E+04    0.25616E+01    0.00000E+00    0.67625E+02    0.38484E-07    0.10034E-03    0.39567E-06
   254    0.52456E+04    0.26487E+01    0.00000E+00    0.69168E+02    0.38309E-07    0.99496E-04    0.40726E-06
   255    0.52259E+04    0.27378E+01    0.00000E+00    0.70699E+02    0.38135E-07    0.98658E-04    0.41879E-06
   256    0.52057E+04    0.28293E+01    0.00000E+00    0.72219E+02    0.37962E-07    0.97826E-04    0.43026E-06
   257    0.51851E+04    0.29228E+01    0.00000E+00    0.73719E+02    0.37791E-07    0.97001E-04    0.44167E-06
   258    0.51639E+04    0.30186E+01    0.00000E+00    0.75211E+02    0.37620E-07    0.96183E-04    0.45302E-06
   259    0.51423E+04    0.31166E+01    0.00000E+00    0.76681E+02    0.37451E-07    0.95371E-04    0.46431E-06
   260    0.51204E+04    0.32167E+01    0.00000E+00    0.78144E+02    0.37283E-07    0.94566E-04    0.47554E-06
   261    0.50979E+04    0.33190E+01    0.00000E+00    0.79578E+02    0.37117E-07    0.93767E-04    0.48671E-06
   262    0.50749E+04    0.34236E+01    0.00000E+00    0.81004E+02    0.36951E-07    0.92975E-04    0.49782E-06
   263    0.50517E+04    0.35303E+01    0.00000E+00    0.82415E+02    0.36787E-07    0.92189E-04    0.50888E-06
   264    0.50280E+04    0.36392E+01    0.00000E+00    0.83805E+02    0.36623E-07    0.91409E-04    0.51987E-06
   265    0.50037E+04    0.37502E+01    0.00000E+00    0.85165E+02    0.36461E-07    0.90635E-04    0.53082E-06
   266    0.49792E+04    0.38636E+01    0.00000E+00    0.86518E+02    0.36300E-07    0.89868E-04    0.54171E-06
   267    0.49541E+04    0.39789E+01    0.00000E+00    0.87841E+02    0.36140E-07    0.89106E-04    0.55254E-06
   268    0.49287E+04    0.40966E+01    0.00000E+00    0.89150E+02    0.35981E-07    0.88351E-04    0.56332E-06
   269    0.49027E+04    0.42163E+01    0.00000E+00    0.90437E+02    0.35824E-07    0.87601E-04    0.57405E-06
   270    0.48765E+04    0.43381E+01    0.00000E+00    0.91702E+02    0.35667E-07    0.86858E-04    0.58472E-06
   271    0.48499E+04    0.44619E+01    0.00000E+00    0.92945E+02    0.35512E-07    0.86120E-04    0.59534E-06
   272    0.48230E+04    0.45881E+01    0.00000E+00    0.94158E+02    0.35357E-07    0.85388E-04    0.60591E-06
   273    0.47957E+04    0.47160E+01    0.00000E+00    0.95357E+02    0.35204E-07    0.84662E-04    0.61644E-06
   274    0.47681E+04    0.48463E+01    0.00000E+00    0.96519E+02    0.35051E-07    0.83941E-04    0.62691E-06
   275    0.47401E+04    0.49784E+01    0.00000E+00    0.97667E+02    0.34900E-07    0.83226E-04    0.63733E-06
   276    0.47119E+04    0.51125E+01    0.00000E+00    0.98777E+02    0.34750E-07    0.82517E-04    0.64770E-06
   277    0.46833E+04    0.52487E+01    0.00000E+00    0.99874E+02    0.34600E-07    0.81813E-04    0.65802E-06
   278    0.46544E+04    0.53869E+01    0.00000E+00    0.10093E+03    0.34452E-07    0.81114E-04    0.66830E-06
   279    0.46253E+04    0.55269E+01    0.00000E+00    0.10196E+03    0.34305E-07    0.80421E-04    0.67853E-06
   280    0.45958E+04    0.56689E+01    0.00000E+00    0.10298E+03    0.34159E-07    0.79733E-04    0.68872E-06
   281    0.45662E+04    0.58128E+01    0.00000E+00    0.10396E+03    0.34013E-07    0.79050E-04    0.69886E-06
   282    0.45362E+04    0.59584E+01    0.00000E+00    0.10491E+03    0.33869E-07    0.78372E-04    0.70895E-06
   283    0.45060E+04    0.61059E+01    0.00000E+00    0.10583E+03    0.33725E-07    0.77699E-04    0.71900E-06
   284    0.44756E+04    0.62553E+01    0.00000E+00    0.10672E+03    0.33583E-07    0.77032E-04    0.72901E-06
   285    0.44449E+04    0.64064E+01    0.00000E+00    0.10758E+03    0.33441E-07    0.76369E-04    0.73897E-06
   286    0.44140E+04    0.65593E+01    0.00000E+00    0.10841E+03    0.33301E-07    0.75711E-04    0.74890E-06
   287    0.43829E+04    0.67138E+01    0.00000E+00    0.10921E+03    0.33161E-07    0.75059E-04    0.75878E-06
   288    0.43516E+04    0.68700E+01    0.00000E+00    0.10998E+03    0.33022E-07    0.74410E-04    0.76862E-06
   289    0.43200E+04    0.70278E+01    0.00000E+00    0.11072E+03    0.32884E-07    0.73767E-04    0.77842E-06
   290    0.42884E+04    0.71870E+01    0.00000E+00    0.11143E+03    0.32747E-07    0.73128E-04    0.78818E-06
   291    0.42566E+04    0.73485E+01    0.00000E+00    0.11209E+03    0.32611E-07    0.72494E-04    0.79790E-06
   292    0.42243E+04    0.75111E+01    0.00000E+00    0.11273E+03    0.32476E-07    0.71864E-04    0.80758E-06
   293    0.41922E+04    0.76743E+01    0.00000E+00    0.11333E+03    0.32341E-07    0.71239E-04    0.81723E-06
   294    0.41598E+04    0.78398E+01    0.00000E+00    0.11391E+03    0.32208E-07    0.70618E-04    0.82683E-06
   295    0.41274E+04    0.80060E+01    0.00000E+00    0.11444E+03    0.32075E-07    0.70002E-04    0.83641E-06
   296    0.40948E+04    0.81744E+01    0.00000E+00    0.11495E+03    0.31943E-07    0.69390E-04    0.84594E-06
   297    0.40621E+04    0.83428E+01    0.00000E+00    0.11542E+03    0.31812E-07    0.68782E-04    0.85545E-06
   298    0.40292E+04    0.85133E+01    0.00000E+00    0.11585E+03    0.31682E-07    0.68178E-04    0.86491E-06
   299    0.39963E+04    0.86854E+01    0.00000E+00    0.11625E+03    0.31552E-07    0.67578E-04    0.87435E-06
   300    0.39632E+04    0.88574E+01    0.00000E+00    0.11660E+03    0.31423E-07    0.66983E-04    0.88375E-06
   301    0.39301E+04    0.90309E+01    0.00000E+00    0.11693E+03    0.31295E-07    0.66391E-04    0.89311E-06
   302    0.38969E+04    0.92051E+01    0.00000E+00    0.11723E+03    0.31168E-07    0.65803E-04    0.90244E-06
   303    0.38637E+04    0.93808E+01    0.00000E+00    0.11749E+03    0.31042E-07    0.65220E-04    0.91173E-06
   304    0.38304E+04    0.95580E+01    0.00000E+00    0.11770E+03    0.30916E-07    0.64640E-04    0.92097E-06
   305    0.37971E+04    0.97351E+01    0.00000E+00    0.11788E+03    0.30791E-07    0.64064E-04    0.93016E-06
   306    0.37638E+04    0.99130E+01    0.00000E+00    0.11803E+03    0.30667E-07    0.63492E-04    0.93929E-06
   307    0.37304E+04    0.10092E+02    0.00000E+00    0.11813E+03    0.30543E-07    0.62925E-04    0.94836E-06
   308    0.36971E+04    0.10272E+02    0.00000E+00    0.11821E+03    0.30421E-07    0.62361E-04    0.95736E-06
   309    0.36638E+04    0.10452E+02    0.00000E+00    0.11824E+03    0.30299E-07    0.61801E-04    0.96629E-06
   310    0.36304E+04    0.10633E+02    0.00000E+00    0.11824E+03    0.30177E-07    0.61245E-04    0.97514E-06
   311    0.35971E+04    0.10815E+02    0.00000E+00    0.11820E+03    0.30057E-07    0.60693E-04    0.98391E-06
   312    0.35639E+04    0.10996E+02    0.00000E+00    0.11813E+03    0.29937E-07    0.60145E-04    0.99260E-06
   313    0.35307E+04    0.11179E+02    0.00000E+00    0.11801E+03    0.29818E-07    0.59601E-04    0.10012E-05
   314    0.34976E+04    0.11362E+02    0.00000E+00    0.11786E+03    0.29699E-07    0.59061E-04    0.10097E-05
   315    0.34645E+04    0.11544E+02    0.00000E+00    0.11767E+03    0.29582E-07    0.58525E-04    0.10181E-05
   316    0.34315E+04    0.11727E+02    0.00000E+00    0.11745E+03    0.29465E-07    0.57993E-04    0.10264E-05
   317    0.33986E+04    0.11909E+02    0.00000E+00    0.11718E+03    0.29348E-07    0.57466E-04    0.10345E-05
   318    0.33658E+04    0.12093E+02    0.00000E+00    0.11688E+03    0.29232E-07    0.56942E-04    0.10426E-05
   319    0.33331E+04    0.12276E+02    0.00000E+00    0.11655E+03    0.29117E-07    0.56422E-04    0.10505E-05
   320    0.33005E+04    0.12459E+02    0.00000E+00    0.11618E+03    0.29003E-07    0.55906E-04    0.10583E-05
   321    0.32680E+04    0.12643E+02    0.00000E+00    0.11577E+03    0.28889E-07    0.55394E-04    0.10660E-05
   322    0.32357E+04    0.12825E+02    0.00000E+00    0.11532E+03    0.28776E-07    0.54886E-04    0.10735E-05
   323    0.32035E+04    0.13008E+02    0.00000E+00    0.11484E+03    0.28664E-07    0.54382E-04    0.10809E-05
   324    0.31714E+04    0.13191E+02    0.00000E+00    0.11431E+03    0.28552E-07    0.53881E-04    0.10882E-05
   325    0.31396E+04    0.13371E+02    0.00000E+00    0.11376E+03    0.28441E-07    0.53385E-04    0.10953E-05
   326    0.31079E+04    0.13553E+02    0.00000E+00    0.11316E+03    0.28330E-07    0.52893E-04    0.11022E-05
   327    0.30763E+04    0.13733E+02    0.00000E+00    0.11253E+03    0.28220E-07    0.52405E-04    0.11090E-05
   328    0.30450E+04    0.13913E+02    0.00000E+00    0.11187E+03    0.28111E-07    0.51921E-04    0.11156E-05
   329    0.30139E+04    0.14092E+02    0.00000E+00    0.11117E+03    0.28003E-07    0.51441E-04    0.11221E-05
   330    0.29829E+04    0.14270E+02    0.00000E+00    0.11042E+03    0.27895E-07    0.50965E-04    0.11283E-05
   331    0.29522E+04    0.14448E+02    0.00000E+00    0.10965E+03    0.27787E-07    0.50493E-04    0.11344E-05
   332    0.29217E+04    0.14625E+02    0.00000E+00    0.10885E+03    0.27680E-07    0.50025E-04    0.11403E-05
   333    0.28914E+04    0.14801E+02    0.00000E+00    0.10802E+03    0.27574E-07    0.49561E-04    0.11460E-05
   334    0.28614E+04    0.14976E+02    0.00000E+00    0.10714E+03    0.27468E-07    0.49101E-04    0.11515E-05
   335    0.28316E+04    0.15149E+02    0.00000E+00    0.10623E+03    0.27363E-07    0.48645E-04    0.11568E-05
   336    0.28020E+04    0.15321E+02    0.00000E+00    0.10529E+03    0.27259E-07    0.48193E-04    0.11619E-05
   337    0.27727E+04    0.15493E+02    0.00000E+00    0.10431E+03    0.27155E-07    0.47745E-04    0.11668E-05
   338    0.27437E+04    0.15662E+02    0.00000E+00    0.10330E+03    0.27051E-07    0.47301E-04    0.11715E-05
   339    0.27150E+04    0.15832E+02    0.00000E+00    0.10226E+03    0.26949E-07    0.46861E-04    0.11759E-05
   340    0.26865E+04    0.15999E+02    0.00000E+00    0.10120E+03    0.26846E-07    0.46425E-04    0.11802E-05
   341    0.26583E+04    0.16164E+02    0.00000E+00    0.10009E+03    0.26745E-07    0.45993E-04    0.11841E-05
   342    0.26304E+04    0.16329E+02    0.00000E+00    0.98948E+02    0.26644E-07    0.45566E-04    0.11879E-05
   343    0.26028E+04    0.16491E+02    0.00000E+00    0.97780E+02    0.26543E-07    0.45142E-04    0.11914E-05
   344    0.25755E+04    0.16652E+02    0.00000E+00    0.96582E+02    0.26443E-07    0.44722E-04    0.11947E-05
   345    0.25485E+04    0.16810E+02    0.00000E+00    0.95355E+02    0.26343E-07    0.44306E-04    0.11977E-05
   346    0.25219E+04    0.16968E+02    0.00000E+00    0.94105E+02    0.26244E-07    0.43894E-04    0.12005E-05
   347    0.24955E+04    0.17123E+02    0.00000E+00    0.92819E+02    0.26146E-07    0.43486E-04    0.12030E-05
   348    0.24695E+04    0.17276E+02    0.00000E+00    0.91503E+02    0.26048E-07    0.43082E-04    0.12052E-05
   349    0.24438E+04    0.17427E+02    0.00000E+00    0.90157E+02    0.25950E-07    0.42683E-04    0.12072E-05
   350    0.24185E+04    0.17575E+02    0.00000E+00    0.88789E+02    0.25853E-07    0.42287E-04    0.12089E-05
   351    0.23936E+04    0.17722E+02    0.00000E+00    0.87392E+02    0.25757E-07    0.41895E-04    0.12103E-05
   352    0.23689E+04    0.17867E+02    0.00000E+00    0.85965E+02    0.25661E-07    0.41507E-04    0.12114E-05
   353    0.23447E+04    0.18009E+02    0.00000E+00    0.84523E+02    0.25565E-07    0.41123E-04    0.12123E-05
   354    0.23207E+04    0.18149E+02    0.00000E+00    0.83044E+02    0.25470E-07    0.40743E-04    0.12130E-05
   355    0.22972E+04    0.18286E+02    0.00000E+00    0.81543E+02    0.25375E-07    0.40366E-04    0.12134E-05
   356    0.22740E+04    0.18421E+02    0.00000E+00    0.80028E+02    0.25281E-07    0.39993E-04    0.12136E-05
   357    0.22512E+04    0.18554E+02    0.00000E+00    0.78482E+02    0.25188E-07    0.39624E-04    0.12136E-05
   358    0.22289E+04    0.18683E+02    0.00000E+00    0.76922E+02    0.25094E-07    0.39257E-04    0.12135E-05
   359    0.22068E+04    0.18809E+02    0.00000E+00    0.75332E+02    0.25002E-07    0.38894E-04    0.12132E-05
   360    0.21852E+04    0.18934E+02    0.00000E+00    0.73723E+02    0.24909E-07    0.38534E-04    0.12127E-05
   361    0.21639E+04    0.19055E+02    0.00000E+00    0.72092E+02    0.24818E-07    0.38178E-04    0.12121E-05
   362    0.21431E+04    0.19174E+02    0.00000E+00    0.70440E+02    0.24726E-07    0.37824E-04    0.12114E-05
   363    0.21226E+04    0.19290E+02    0.00000E+00    0.68771E+02    0.24636E-07    0.37473E-04    0.12106E-05
   364    0.21026E+04    0.19402E+02    0.00000E+00    0.67079E+02    0.24545E-07    0.37125E-04    0.12097E-05
   365    0.20830E+04    0.19512E+02    0.00000E+00    0.65373E+02    0.24455E-07    0.36779E-04    0.12087E-05
   366    0.20638E+04    0.19619E+02    0.00000E+00    0.63647E+02    0.24366E-07    0.36436E-04    0.12077E-05
   367    0.20450E+04    0.19722E+02    0.00000E+00    0.61905E+02    0.24277E-07    0.36096E-04    0.12066E-05
   368    0.20265E+04    0.19822E+02    0.00000E+00    0.60149E+02    0.24188E-07    0.35758E-04    0.12054E-05
   369    0.20086E+04    0.19920E+02    0.00000E+00    0.58374E+02    0.24100E-07    0.35422E-04    0.12043E-05
   370    0.19911E+04    0.20014E+02    0.00000E+00    0.56588E+02    0.24012E-07    0.35089E-04    0.12031E-05
   371    0.19739E+04    0.20104E+02    0.00000E+00    0.54787E+02    0.23925E-07    0.34757E-04    0.12020E-05
   372    0.19572E+04    0.20191E+02    0.00000E+00    0.52974E+02    0.23838E-07    0.34428E-04    0.12009E-05
   373    0.19409E+04    0.20275E+02    0.00000E+00    0.51146E+02    0.23751E-07    0.34101E-04    0.11998E-05
   374    0.19251E+04    0.20356E+02    0.00000E+00    0.49308E+02    0.23665E-07    0.33775E-04    0.11988E-05
   375    0.19096E+04    0.20433E+02    0.00000E+00    0.47460E+02    0.23580E-07    0.33451E-04    0.11979E-05
   376    0.18947E+04    0.20507E+02    0.00000E+00    0.45601E+02    0.23495E-07    0.33129E-04    0.11970E-05
   377    0.18802E+04    0.20577E+02    0.00000E+00    0.43734E+02    0.23410E-07    0.32808E-04    0.11963E-05
   378    0.18660E+04    0.20643E+02    0.00000E+00    0.41857E+02    0.23326E-07    0.32489E-04    0.11956E-05
   379    0.18523E+04    0.20706E+02    0.00000E+00    0.39973E+02    0.23242E-07    0.32171E-04    0.11951E-05
   380    0.18391E+04    0.20767E+02    0.00000E+00    0.38081E+02    0.23158E-07    0.31854E-04    0.11947E-05
   381    0.18263E+04    0.20820E+02    0.00000E+00    0.36184E+02    0.23075E-07    0.31539E-04    0.11945E-05
   382    0.18138E+04    0.20873E+02    0.00000E+00    0.34282E+02    0.22992E-07    0.31224E-04    0.11945E-05
   383    0.18019E+04    0.20921E+02    0.00000E+00    0.32373E+02    0.22910E-07    0.30911E-04    0.11946E-05
   384    0.17905E+04    0.20964E+02    0.00000E+00    0.30462E+02    0.22828E-07    0.30598E-04    0.11950E-05
   385    0.17793E+04    0.21006E+02    0.00000E+00    0.28547E+02    0.22746E-07    0.30286E-04    0.11956E-05
   386    0.17687E+04    0.21043E+02    0.00000E+00    0.26631E+02    0.22665E-07    0.29975E-04    0.11964E-05
   387    0.17585E+04    0.21076E+02    0.00000E+00    0.24712E+02    0.22584E-07    0.29664E-04    0.11974E-05
   388    0.17487E+04    0.21105E+02    0.00000E+00    0.22793E+02    0.22504E-07    0.29354E-04    0.11987E-05
   389    0.17393E+04    0.21128E+02    0.00000E+00    0.20874E+02    0.22424E-07    0.29044E-04    0.12003E-05
   390    0.17304E+04    0.21150E+02    0.00000E+00    0.18956E+02    0.22344E-07    0.28735E-04    0.12022E-05
   391    0.17219E+04    0.21168E+02    0.00000E+00    0.17039E+02    0.22265E-07    0.28426E-04    0.12043E-05
   392    0.17138E+04    0.21183E+02    0.00000E+00    0.15125E+02    0.22186E-07    0.28117E-04    0.12068E-05
   393    0.17063E+04    0.21193E+02    0.00000E+00    0.13214E+02    0.22108E-07    0.27807E-04    0.12097E-05
   394    0.16990E+04    0.21200E+02    0.00000E+00    0.11308E+02    0.22029E-07    0.27498E-04    0.12128E-05
   395    0.16922E+04    0.21202E+02    0.00000E+00    0.94043E+01    0.21952E-07    0.27189E-04    0.12164E-05
   396    0.16859E+04    0.21200E+02    0.00000E+00    0.75079E+01    0.21874E-07    0.26879E-04    0.12203E-05
   397    0.16798E+04    0.21195E+02    0.00000E+00    0.56169E+01    0.21797E-07    0.26569E-04    0.12246E-05
   398    0.16743E+04    0.21186E+02    0.00000E+00    0.37328E+01    0.21720E-07    0.26258E-04    0.12293E-05
   399    0.16692E+04    0.21173E+02    0.00000E+00    0.18563E+01    0.21644E-07    0.25947E-04    0.12345E-05
   400    0.16644E+04    0.21156E+02    0.00000E+00   -0.11668E-01    0.21568E-07    0.25636E-04    0.12400E-05
   401    0.16600E+04    0.21135E+02    0.00000E+00   -0.18705E+01    0.21492E-07    0.25323E-04    0.12460E-05
   402    0.16562E+04    0.21109E+02    0.00000E+00   -0.37193E+01    0.21417E-07    0.25010E-04    0.12525E-05
   403    0.16526E+04    0.21081E+02    0.00000E+00   -0.55576E+01    0.21342E-07    0.24696E-04    0.12593E-05
