#    L    TT             EE             TE             PP             TP          
     2    0.12408E+04    0.51924E-01    0.17471E+01    0.98351E+06    0.40871E+05
     3    0.11430E+04    0.84156E-01    0.26700E+01    0.15102E+07    0.47179E+05
     4    0.10509E+04    0.93523E-01    0.31411E+01    0.19766E+07    0.49386E+05
     5    0.97804E+03    0.81832E-01    0.32236E+01    0.23879E+07    0.49599E+05
     6    0.92425E+03    0.59603E-01    0.30387E+01    0.27509E+07    0.48870E+05
     7    0.88657E+03    0.37530E-01    0.26990E+01    0.30726E+07    0.47744E+05
     8    0.86085E+03    0.21725E-01    0.22992E+01    0.33590E+07    0.46430E+05
     9    0.84412E+03    0.13187E-01    0.19068E+01    0.36150E+07    0.45007E+05
    10    0.83423E+03    0.98019E-02    0.15709E+01    0.38441E+07    0.43546E+05
    11    0.82922E+03    0.87584E-02    0.13203E+01    0.40507E+07    0.42142E+05
    12    0.82891E+03    0.81493E-02    0.11668E+01    0.42361E+07    0.40835E+05
    13    0.83120E+03    0.71910E-02    0.10944E+01    0.44028E+07    0.39619E+05
    14    0.83488E+03    0.61406E-02    0.10798E+01    0.45533E+07    0.38479E+05
    15    0.84014E+03    0.53212E-02    0.11063E+01    0.46891E+07    0.37381E+05
    16    0.84731E+03    0.49602E-02    0.11596E+01    0.48116E+07    0.36300E+05
    17    0.85624E+03    0.50561E-02    0.12243E+01    0.49223E+07    0.35257E+05
    18    0.86594E+03    0.53633E-02    0.12885E+01    0.50224E+07    0.34273E+05
    19    0.87723E+03    0.57389E-02    0.13455E+01    0.51126E+07    0.33329E+05
    20    0.88846E+03    0.61495E-02    0.13897E+01    0.51935E+07    0.32398E+05
    21    0.89998E+03    0.66301E-02    0.14268E+01    0.52659E+07    0.31473E+05
    22    0.91206E+03    0.73042E-02    0.14629E+01    0.53310E+07    0.30556E+05
    23    0.92460E+03    0.82220E-02    0.14992E+01    0.53892E+07    0.29670E+05
    24    0.93774E+03    0.93764E-02    0.15359E+01    0.54409E+07    0.28842E+05
    25    0.95141E+03    0.10777E-01    0.15747E+01    0.54867E+07    0.28083E+05
    26    0.96542E+03    0.12392E-01    0.16182E+01    0.55272E+07    0.27393E+05
    27    0.97995E+03    0.14183E-01    0.16639E+01    0.55629E+07    0.26747E+05
    28    0.99480E+03    0.16140E-01    0.17093E+01    0.55941E+07    0.26119E+05
    29    0.10100E+04    0.18275E-01    0.17525E+01    0.56208E+07    0.25492E+05
    30    0.10254E+04    0.20606E-01    0.17903E+01    0.56432E+07    0.24857E+05
    31    0.10409E+04    0.23119E-01    0.18203E+01    0.56617E+07    0.24217E+05
    32    0.10568E+04    0.25786E-01    0.18398E+01    0.56768E+07    0.23583E+05
    33    0.10730E+04    0.28619E-01    0.18467E+01    0.56887E+07    0.22976E+05
    34    0.10895E+04    0.31648E-01    0.18402E+01    0.56977E+07    0.22413E+05
    35    0.11063E+04    0.34894E-01    0.18247E+01    0.57039E+07    0.21899E+05
    36    0.11231E+04    0.38375E-01    0.18029E+01    0.57075E+07    0.21431E+05
    37    0.11401E+04    0.42083E-01    0.17708E+01    0.57088E+07    0.20994E+05
    38    0.11575E+04    0.46014E-01    0.17259E+01    0.57080E+07    0.20572E+05
    39    0.11752E+04    0.50178E-01    0.16703E+01    0.57051E+07    0.20155E+05
    40    0.11930E+04    0.54598E-01    0.16072E+01    0.57002E+07    0.19731E+05
    41    0.12111E+04    0.59296E-01    0.15384E+01    0.56934E+07    0.19294E+05
    42    0.12291E+04    0.64273E-01    0.14621E+01    0.56848E+07    0.18852E+05
    43    0.12473E+04    0.69524E-01    0.13754E+01    0.56746E+07    0.18416E+05
    44    0.12655E+04    0.75031E-01    0.12764E+01    0.56628E+07    0.17998E+05
    45    0.12841E+04    0.80786E-01    0.11631E+01    0.56496E+07    0.17610E+05
    46    0.13031E+04    0.86784E-01    0.10323E+01    0.56351E+07    0.17259E+05
    47    0.13221E+04    0.93028E-01    0.88597E+00    0.56194E+07    0.16937E+05
    48    0.13413E+04    0.99530E-01    0.72969E+00    0.56026E+07    0.16633E+05
    49    0.13607E+04    0.10628E+00    0.56859E+00    0.55848E+07    0.16336E+05
    50    0.13804E+04    0.11326E+00    0.40098E+00    0.55661E+07    0.16033E+05
    51    0.14003E+04    0.12044E+00    0.22333E+00    0.55465E+07    0.15718E+05
    52    0.14206E+04    0.12791E+00    0.30425E-01    0.55260E+07    0.15393E+05
    53    0.14409E+04    0.13581E+00   -0.18154E+00    0.55048E+07    0.15070E+05
    54    0.14611E+04    0.14413E+00   -0.40839E+00    0.54829E+07    0.14755E+05
    55    0.14815E+04    0.15284E+00   -0.64584E+00    0.54602E+07    0.14459E+05
    56    0.15022E+04    0.16179E+00   -0.89571E+00    0.54370E+07    0.14186E+05
    57    0.15233E+04    0.17088E+00   -0.11578E+01    0.54131E+07    0.13935E+05
    58    0.15446E+04    0.18012E+00   -0.14327E+01    0.53887E+07    0.13700E+05
    59    0.15661E+04    0.18955E+00   -0.17211E+01    0.53637E+07    0.13476E+05
    60    0.15877E+04    0.19923E+00   -0.20220E+01    0.53383E+07    0.13259E+05
    61    0.16098E+04    0.20925E+00   -0.23345E+01    0.53124E+07    0.13044E+05
    62    0.16318E+04    0.21960E+00   -0.26597E+01    0.52861E+07    0.12829E+05
    63    0.16539E+04    0.23024E+00   -0.29985E+01    0.52595E+07    0.12615E+05
    64    0.16764E+04    0.24116E+00   -0.33523E+01    0.52325E+07    0.12400E+05
    65    0.16990E+04    0.25236E+00   -0.37218E+01    0.52052E+07    0.12185E+05
    66    0.17218E+04    0.26376E+00   -0.41053E+01    0.51778E+07    0.11969E+05
    67    0.17449E+04    0.27535E+00   -0.44998E+01    0.51501E+07    0.11755E+05
    68    0.17683E+04    0.28719E+00   -0.49035E+01    0.51222E+07    0.11546E+05
    69    0.17920E+04    0.29923E+00   -0.53146E+01    0.50941E+07    0.11343E+05
    70    0.18159E+04    0.31151E+00   -0.57347E+01    0.50659E+07    0.11151E+05
    71    0.18400E+04    0.32403E+00   -0.61660E+01    0.50376E+07    0.10970E+05
    72    0.18643E+04    0.33675E+00   -0.66100E+01    0.50092E+07    0.10800E+05
    73    0.18887E+04    0.34964E+00   -0.70673E+01    0.49807E+07    0.10638E+05
    74    0.19133E+04    0.36270E+00   -0.75372E+01    0.49521E+07    0.10483E+05
    75    0.19382E+04    0.37593E+00   -0.80182E+01    0.49234E+07    0.10332E+05
    76    0.19634E+04    0.38933E+00   -0.85099E+01    0.48946E+07    0.10182E+05
    77    0.19890E+04    0.40289E+00   -0.90121E+01    0.48657E+07    0.10035E+05
    78    0.20149E+04    0.41664E+00   -0.95260E+01    0.48368E+07    0.98890E+04
    79    0.20409E+04    0.43053E+00   -0.10048E+02    0.48078E+07    0.97440E+04
    80    0.20673E+04    0.44455E+00   -0.10580E+02    0.47789E+07    0.95998E+04
    81    0.20938E+04    0.45867E+00   -0.11121E+02    0.47499E+07    0.94561E+04
    82    0.21206E+04    0.47289E+00   -0.11671E+02    0.47210E+07    0.93137E+04
    83    0.21476E+04    0.48720E+00   -0.12230E+02    0.46921E+07    0.91734E+04
    84    0.21748E+04    0.50158E+00   -0.12795E+02    0.46632E+07    0.90358E+04
    85    0.22021E+04    0.51603E+00   -0.13368E+02    0.46344E+07    0.89019E+04
    86    0.22297E+04    0.53054E+00   -0.13947E+02    0.46056E+07    0.87722E+04
    87    0.22577E+04    0.54509E+00   -0.14531E+02    0.45770E+07    0.86465E+04
    88    0.22856E+04    0.55970E+00   -0.15122E+02    0.45484E+07    0.85246E+04
    89    0.23139E+04    0.57435E+00   -0.15720E+02    0.45199E+07    0.84060E+04
    90    0.23424E+04    0.58899E+00   -0.16322E+02    0.44915E+07    0.82904E+04
    91    0.23711E+04    0.60363E+00   -0.16930E+02    0.44633E+07    0.81775E+04
    92    0.24000E+04    0.61825E+00   -0.17542E+02    0.44351E+07    0.80672E+04
    93    0.24292E+04    0.63285E+00   -0.18159E+02    0.44071E+07    0.79594E+04
    94    0.24585E+04    0.64738E+00   -0.18780E+02    0.43791E+07    0.78540E+04
    95    0.24881E+04    0.66185E+00   -0.19404E+02    0.43513E+07    0.77509E+04
    96    0.25176E+04    0.67625E+00   -0.20032E+02    0.43237E+07    0.76501E+04
    97    0.25476E+04    0.69055E+00   -0.20662E+02    0.42961E+07    0.75516E+04
    98    0.25778E+04    0.70476E+00   -0.21293E+02    0.42687E+07    0.74551E+04
    99    0.26080E+04    0.71883E+00   -0.21927E+02    0.42414E+07    0.73606E+04
   100    0.26386E+04    0.73277E+00   -0.22560E+02    0.42142E+07    0.72681E+04
   101    0.26693E+04    0.74664E+00   -0.23195E+02    0.41872E+07    0.71775E+04
   102    0.27005E+04    0.76029E+00   -0.23830E+02    0.41604E+07    0.70887E+04
   103    0.27316E+04    0.77379E+00   -0.24466E+02    0.41336E+07    0.70017E+04
   104    0.27630E+04    0.78715E+00   -0.25099E+02    0.41071E+07    0.69162E+04
   105    0.27944E+04    0.80029E+00   -0.25731E+02    0.40807E+07    0.68324E+04
   106    0.28262E+04    0.81329E+00   -0.26362E+02    0.40544E+07    0.67501E+04
   107    0.28578E+04    0.82600E+00   -0.26990E+02    0.40283E+07    0.66692E+04
   108    0.28898E+04    0.83849E+00   -0.27615E+02    0.40024E+07    0.65896E+04
   109    0.29219E+04    0.85069E+00   -0.28237E+02    0.39766E+07    0.65113E+04
   110    0.29541E+04    0.86260E+00   -0.28854E+02    0.39510E+07    0.64342E+04
   111    0.29865E+04    0.87430E+00   -0.29467E+02    0.39256E+07    0.63582E+04
   112    0.30190E+04    0.88571E+00   -0.30075E+02    0.39003E+07    0.62834E+04
   113    0.30518E+04    0.89684E+00   -0.30678E+02    0.38753E+07    0.62096E+04
   114    0.30846E+04    0.90760E+00   -0.31275E+02    0.38504E+07    0.61370E+04
   115    0.31176E+04    0.91815E+00   -0.31864E+02    0.38256E+07    0.60654E+04
   116    0.31506E+04    0.92826E+00   -0.32446E+02    0.38011E+07    0.59950E+04
   117    0.31840E+04    0.93802E+00   -0.33020E+02    0.37767E+07    0.59256E+04
   118    0.32174E+04    0.94756E+00   -0.33587E+02    0.37525E+07    0.58573E+04
   119    0.32509E+04    0.95675E+00   -0.34144E+02    0.37285E+07    0.57901E+04
   120    0.32844E+04    0.96542E+00   -0.34691E+02    0.37046E+07    0.57240E+04
   121    0.33180E+04    0.97389E+00   -0.35228E+02    0.36809E+07    0.56589E+04
   122    0.33517E+04    0.98185E+00   -0.35755E+02    0.36574E+07    0.55949E+04
   123    0.33854E+04    0.98937E+00   -0.36272E+02    0.36341E+07    0.55320E+04
   124    0.34191E+04    0.99654E+00   -0.36775E+02    0.36109E+07    0.54701E+04
   125    0.34529E+04    0.10033E+01   -0.37266E+02    0.35880E+07    0.54093E+04
   126    0.34867E+04    0.10097E+01   -0.37746E+02    0.35652E+07    0.53495E+04
   127    0.35205E+04    0.10155E+01   -0.38213E+02    0.35425E+07    0.52908E+04
   128    0.35543E+04    0.10210E+01   -0.38666E+02    0.35201E+07    0.52331E+04
   129    0.35881E+04    0.10261E+01   -0.39105E+02    0.34978E+07    0.51764E+04
   130    0.36219E+04    0.10306E+01   -0.39529E+02    0.34757E+07    0.51208E+04
   131    0.36557E+04    0.10347E+01   -0.39939E+02    0.34538E+07    0.50661E+04
   132    0.36896E+04    0.10384E+01   -0.40333E+02    0.34321E+07    0.50125E+04
   133    0.37233E+04    0.10416E+01   -0.40712E+02    0.34105E+07    0.49598E+04
   134    0.37571E+04    0.10444E+01   -0.41073E+02    0.33891E+07    0.49081E+04
   135    0.37908E+04    0.10467E+01   -0.41418E+02    0.33679E+07    0.48572E+04
   136    0.38244E+04    0.10484E+01   -0.41743E+02    0.33469E+07    0.48073E+04
   137    0.38579E+04    0.10498E+01   -0.42052E+02    0.33260E+07    0.47582E+04
   138    0.38914E+04    0.10506E+01   -0.42342E+02    0.33053E+07    0.47099E+04
   139    0.39246E+04    0.10512E+01   -0.42613E+02    0.32848E+07    0.46623E+04
   140    0.39579E+04    0.10511E+01   -0.42865E+02    0.32644E+07    0.46156E+04
   141    0.39910E+04    0.10505E+01   -0.43096E+02    0.32442E+07    0.45695E+04
   142    0.40241E+04    0.10495E+01   -0.43308E+02    0.32242E+07    0.45242E+04
   143    0.40570E+04    0.10481E+01   -0.43500E+02    0.32043E+07    0.44795E+04
   144    0.40898E+04    0.10461E+01   -0.43671E+02    0.31846E+07    0.44355E+04
   145    0.41224E+04    0.10439E+01   -0.43821E+02    0.31650E+07    0.43921E+04
   146    0.41551E+04    0.10410E+01   -0.43950E+02    0.31457E+07    0.43492E+04
   147    0.41874E+04    0.10378E+01   -0.44056E+02    0.31264E+07    0.43069E+04
   148    0.42195E+04    0.10341E+01   -0.44141E+02    0.31074E+07    0.42652E+04
   149    0.42516E+04    0.10300E+01   -0.44203E+02    0.30885E+07    0.42239E+04
   150    0.42834E+04    0.10255E+01   -0.44241E+02    0.30697E+07    0.41830E+04
   151    0.43151E+04    0.10206E+01   -0.44257E+02    0.30511E+07    0.41427E+04
   152    0.43464E+04    0.10152E+01   -0.44249E+02    0.30327E+07    0.41027E+04
   153    0.43777E+04    0.10094E+01   -0.44216E+02    0.30144E+07    0.40632E+04
   154    0.44086E+04    0.10034E+01   -0.44160E+02    0.29963E+07    0.40241E+04
   155    0.44394E+04    0.99690E+00   -0.44080E+02    0.29783E+07    0.39854E+04
   156    0.44698E+04    0.99010E+00   -0.43976E+02    0.29605E+07    0.39472E+04
   157    0.45002E+04    0.98295E+00   -0.43846E+02    0.29428E+07    0.39094E+04
   158    0.45302E+04    0.97552E+00   -0.43691E+02    0.29253E+07    0.38720E+04
   159    0.45599E+04    0.96767E+00   -0.43512E+02    0.29079E+07    0.38351E+04
   160    0.45894E+04    0.95954E+00   -0.43306E+02    0.28907E+07    0.37986E+04
   161    0.46187E+04    0.95120E+00   -0.43076E+02    0.28736E+07    0.37625E+04
   162    0.46477E+04    0.94251E+00   -0.42820E+02    0.28566E+07    0.37269E+04
   163    0.46765E+04    0.93355E+00   -0.42539E+02    0.28398E+07    0.36917E+04
   164    0.47049E+04    0.92438E+00   -0.42232E+02    0.28232E+07    0.36569E+04
   165    0.47331E+04    0.91492E+00   -0.41899E+02    0.28067E+07    0.36225E+04
   166    0.47611E+04    0.90534E+00   -0.41540E+02    0.27903E+07    0.35886E+04
   167    0.47888E+04    0.89540E+00   -0.41156E+02    0.27740E+07    0.35551E+04
   168    0.48160E+04    0.88548E+00   -0.40745E+02    0.27580E+07    0.35220E+04
   169    0.48430E+04    0.87528E+00   -0.40307E+02    0.27420E+07    0.34894E+04
   170    0.48696E+04    0.86502E+00   -0.39843E+02    0.27262E+07    0.34572E+04
   171    0.48958E+04    0.85471E+00   -0.39352E+02    0.27105E+07    0.34254E+04
   172    0.49216E+04    0.84426E+00   -0.38834E+02    0.26949E+07    0.33941E+04
   173    0.49469E+04    0.83367E+00   -0.38290E+02    0.26795E+07    0.33632E+04
   174    0.49719E+04    0.82325E+00   -0.37719E+02    0.26642E+07    0.33327E+04
   175    0.49966E+04    0.81269E+00   -0.37122E+02    0.26491E+07    0.33026E+04
   176    0.50207E+04    0.80223E+00   -0.36497E+02    0.26341E+07    0.32730E+04
   177    0.50444E+04    0.79178E+00   -0.35847E+02    0.26192E+07    0.32438E+04
   178    0.50677E+04    0.78156E+00   -0.35169E+02    0.26044E+07    0.32149E+04
   179    0.50905E+04    0.77128E+00   -0.34465E+02    0.25898E+07    0.31865E+04
   180    0.51130E+04    0.76116E+00   -0.33734E+02    0.25753E+07    0.31585E+04
   181    0.51350E+04    0.75119E+00   -0.32979E+02    0.25609E+07    0.31309E+04
   182    0.51565E+04    0.74146E+00   -0.32196E+02    0.25466E+07    0.31036E+04
   183    0.51775E+04    0.73189E+00   -0.31387E+02    0.25325E+07    0.30767E+04
   184    0.51981E+04    0.72255E+00   -0.30552E+02    0.25185E+07    0.30501E+04
   185    0.52183E+04    0.71359E+00   -0.29693E+02    0.25046E+07    0.30239E+04
   186    0.52377E+04    0.70486E+00   -0.28807E+02    0.24908E+07    0.29980E+04
   187    0.52569E+04    0.69651E+00   -0.27896E+02    0.24771E+07    0.29724E+04
   188    0.52755E+04    0.68852E+00   -0.26960E+02    0.24636E+07    0.29471E+04
   189    0.52936E+04    0.68093E+00   -0.25999E+02    0.24502E+07    0.29222E+04
   190    0.53115E+04    0.67379E+00   -0.25014E+02    0.24368E+07    0.28975E+04
   191    0.53286E+04    0.66712E+00   -0.24003E+02    0.24236E+07    0.28731E+04
   192    0.53452E+04    0.66094E+00   -0.22968E+02    0.24105E+07    0.28490E+04
   193    0.53613E+04    0.65529E+00   -0.21910E+02    0.23976E+07    0.28251E+04
   194    0.53770E+04    0.65021E+00   -0.20828E+02    0.23847E+07    0.28015E+04
   195    0.53921E+04    0.64573E+00   -0.19723E+02    0.23719E+07    0.27781E+04
   196    0.54066E+04    0.64189E+00   -0.18595E+02    0.23592E+07    0.27549E+04
   197    0.54207E+04    0.63873E+00   -0.17444E+02    0.23467E+07    0.27320E+04
   198    0.54342E+04    0.63627E+00   -0.16272E+02    0.23342E+07    0.27093E+04
   199    0.54473E+04    0.63455E+00   -0.15077E+02    0.23219E+07    0.26867E+04
   200    0.54598E+04    0.63360E+00   -0.13861E+02    0.23096E+07    0.26644E+04
   201    0.54718E+04    0.63348E+00   -0.12624E+02    0.22975E+07    0.26422E+04
   202    0.54832E+04    0.63419E+00   -0.11366E+02    0.22854E+07    0.26203E+04
   203    0.54940E+04    0.63579E+00   -0.10087E+02    0.22734E+07    0.25985E+04
   204    0.55042E+04    0.63830E+00   -0.87900E+01    0.22616E+07    0.25769E+04
   205    0.55139E+04    0.64177E+00   -0.74725E+01    0.22498E+07    0.25554E+04
   206    0.55229E+04    0.64623E+00   -0.61359E+01    0.22381E+07    0.25341E+04
   207    0.55314E+04    0.65170E+00   -0.47806E+01    0.22266E+07    0.25130E+04
   208    0.55391E+04    0.65824E+00   -0.34072E+01    0.22151E+07    0.24921E+04
   209    0.55463E+04    0.66587E+00   -0.20159E+01    0.22037E+07    0.24714E+04
   210    0.55529E+04    0.67464E+00   -0.60771E+00    0.21924E+07    0.24508E+04
   211    0.55589E+04    0.68457E+00    0.81739E+00    0.21812E+07    0.24303E+04
   212    0.55641E+04    0.69570E+00    0.22585E+01    0.21701E+07    0.24101E+04
   213    0.55689E+04    0.70806E+00    0.37155E+01    0.21591E+07    0.23900E+04
   214    0.55730E+04    0.72166E+00    0.51875E+01    0.21481E+07    0.23701E+04
   215    0.55765E+04    0.73668E+00    0.66735E+01    0.21373E+07    0.23503E+04
   216    0.55793E+04    0.75294E+00    0.81741E+01    0.21265E+07    0.23307E+04
   217    0.55816E+04    0.77058E+00    0.96874E+01    0.21158E+07    0.23113E+04
   218    0.55832E+04    0.78962E+00    0.11213E+02    0.21052E+07    0.22920E+04
   219    0.55843E+04    0.81005E+00    0.12753E+02    0.20947E+07    0.22729E+04
   220    0.55848E+04    0.83201E+00    0.14303E+02    0.20843E+07    0.22539E+04
   221    0.55846E+04    0.85544E+00    0.15864E+02    0.20740E+07    0.22351E+04
   222    0.55839E+04    0.88048E+00    0.17435E+02    0.20637E+07    0.22164E+04
   223    0.55825E+04    0.90705E+00    0.19017E+02    0.20536E+07    0.21979E+04
   224    0.55806E+04    0.93515E+00    0.20606E+02    0.20435E+07    0.21796E+04
   225    0.55780E+04    0.96494E+00    0.22206E+02    0.20334E+07    0.21614E+04
   226    0.55749E+04    0.99641E+00    0.23812E+02    0.20235E+07    0.21434E+04
   227    0.55711E+04    0.10296E+01    0.25426E+02    0.20137E+07    0.21255E+04
   228    0.55668E+04    0.10644E+01    0.27046E+02    0.20039E+07    0.21077E+04
   229    0.55618E+04    0.11010E+01    0.28672E+02    0.19942E+07    0.20901E+04
   230    0.55563E+04    0.11393E+01    0.30303E+02    0.19845E+07    0.20726E+04
   231    0.55500E+04    0.11794E+01    0.31939E+02    0.19750E+07    0.20553E+04
   232    0.55432E+04    0.12213E+01    0.33579E+02    0.19655E+07    0.20381E+04
   233    0.55359E+04    0.12652E+01    0.35221E+02    0.19561E+07    0.20211E+04
   234    0.55278E+04    0.13109E+01    0.36866E+02    0.19468E+07    0.20042E+04
   235    0.55192E+04    0.13585E+01    0.38512E+02    0.19375E+07    0.19875E+04
   236    0.55099E+04    0.14080E+01    0.40160E+02    0.19283E+07    0.19708E+04
   237    0.55000E+04    0.14594E+01    0.41807E+02    0.19192E+07    0.19544E+04
   238    0.54896E+04    0.15129E+01    0.43455E+02    0.19101E+07    0.19380E+04
   239    0.54786E+04    0.15683E+01    0.45102E+02    0.19012E+07    0.19218E+04
   240    0.54668E+04    0.16256E+01    0.46745E+02    0.18922E+07    0.19057E+04
   241    0.54547E+04    0.16851E+01    0.48387E+02    0.18834E+07    0.18898E+04
   242    0.54419E+04    0.17465E+01    0.50025E+02    0.18746E+07    0.18739E+04
   243    0.54286E+04    0.18101E+01    0.51659E+02    0.18659E+07    0.18583E+04
   244    0.54146E+04    0.18756E+01    0.53289E+02    0.18572E+07    0.18427E+04
   245    0.54001E+04    0.19433E+01    0.54913E+02    0.18486E+07    0.18273E+04
   246    0.53850E+04    0.20131E+01    0.56531E+02    0.18401E+07    0.18119E+04
   247    0.53694E+04    0.20849E+01    0.58142E+02    0.18316E+07    0.17968E+04
   248    0.53533E+04    0.21592E+01    0.59745E+02    0.18232E+07    0.17817E+04
   249    0.53366E+04    0.22353E+01    0.61341E+02    0.18149E+07    0.17668E+04
   250    0.53194E+04    0.23137E+01    0.62927E+02    0.18066E+07    0.17519E+04
   251    0.53018E+04    0.23942E+01    0.64504E+02    0.17984E+07    0.17372E+04
   252    0.52835E+04    0.24769E+01    0.66070E+02    0.17902E+07    0.17227E+04
   253    0.52648E+04    0.25616E+01    0.67625E+02    0.17821E+07    0.17082E+04
   254    0.52456E+04    0.26487E+01    0.69168E+02    0.17740E+07    0.16938E+04
   255    0.52259E+04    0.27378E+01    0.70699E+02    0.17660E+07    0.16796E+04
   256    0.52057E+04    0.28293E+01    0.72219E+02    0.17581E+07    0.16655E+04
   257    0.51851E+04    0.29228E+01    0.73719E+02    0.17502E+07    0.16515E+04
   258    0.51639E+04    0.30186E+01    0.75211E+02    0.17423E+07    0.16376E+04
   259    0.51423E+04    0.31166E+01    0.76681E+02    0.17346E+07    0.16238E+04
   260    0.51204E+04    0.32167E+01    0.78144E+02    0.17268E+07    0.16101E+04
   261    0.50979E+04    0.33190E+01    0.79578E+02    0.17192E+07    0.15966E+04
   262    0.50749E+04    0.34236E+01    0.81004E+02    0.17115E+07    0.15831E+04
   263    0.50517E+04    0.35303E+01    0.82415E+02    0.17040E+07    0.15698E+04
   264    0.50280E+04    0.36392E+01    0.83805E+02    0.16965E+07    0.15565E+04
   265    0.50037E+04    0.37502E+01    0.85165E+02    0.16890E+07    0.15434E+04
   266    0.49792E+04    0.38636E+01    0.86518E+02    0.16816E+07    0.15303E+04
   267    0.49541E+04    0.39789E+01    0.87841E+02    0.16742E+07    0.15174E+04
   268    0.49287E+04    0.40966E+01    0.89150E+02    0.16669E+07    0.15046E+04
   269    0.49027E+04    0.42163E+01    0.90437E+02    0.16597E+07    0.14918E+04
   270    0.48765E+04    0.43381E+01    0.91702E+02    0.16525E+07    0.14792E+04
   271    0.48499E+04    0.44619E+01    0.92945E+02    0.16453E+07    0.14667E+04
   272    0.48230E+04    0.45881E+01    0.94158E+02    0.16382E+07    0.14542E+04
   273    0.47957E+04    0.47160E+01    0.95357E+02    0.16311E+07    0.14419E+04
   274    0.47681E+04    0.48463E+01    0.96519E+02    0.16241E+07    0.14296E+04
   275    0.47401E+04    0.49784E+01    0.97667E+02    0.16171E+07    0.14175E+04
   276    0.47119E+04    0.51125E+01    0.98777E+02    0.16102E+07    0.14054E+04
   277    0.46833E+04    0.52487E+01    0.99874E+02    0.16033E+07    0.13935E+04
   278    0.46544E+04    0.53869E+01    0.10093E+03    0.15965E+07    0.13816E+04
   279    0.46253E+04    0.55269E+01    0.10196E+03    0.15897E+07    0.13698E+04
   280    0.45958E+04    0.56689E+01    0.10298E+03    0.15830E+07    0.13581E+04
   281    0.45662E+04    0.58128E+01    0.10396E+03    0.15763E+07    0.13465E+04
   282    0.45362E+04    0.59584E+01    0.10491E+03    0.15696E+07    0.13350E+04
   283    0.45060E+04    0.61059E+01    0.10583E+03    0.15630E+07    0.13236E+04
   284    0.44756E+04    0.62553E+01    0.10672E+03    0.15565E+07    0.13122E+04
   285    0.44449E+04    0.64064E+01    0.10758E+03    0.15499E+07    0.13010E+04
   286    0.44140E+04    0.65593E+01    0.10841E+03    0.15435E+07    0.12898E+04
   287    0.43829E+04    0.67138E+01    0.10921E+03    0.15370E+07    0.12787E+04
   288    0.43516E+04    0.68700E+01    0.10998E+03    0.15306E+07    0.12677E+04
   289    0.43200E+04    0.70278E+01    0.11072E+03    0.15243E+07    0.12567E+04
   290    0.42884E+04    0.71870E+01    0.11143E+03    0.15180E+07    0.12459E+04
   291    0.42566E+04    0.73485E+01    0.11209E+03    0.15117E+07    0.12351E+04
   292    0.42243E+04    0.75111E+01    0.11273E+03    0.15054E+07    0.12244E+04
   293    0.41922E+04    0.76743E+01    0.11333E+03    0.14992E+07    0.12137E+04
   294    0.41598E+04    0.78398E+01    0.11391E+03    0.14931E+07    0.12032E+04
   295    0.41274E+04    0.80060E+01    0.11444E+03    0.14870E+07    0.11927E+04
   296    0.40948E+04    0.81744E+01    0.11495E+03    0.14809E+07    0.11823E+04
   297    0.40621E+04    0.83428E+01    0.11542E+03    0.14748E+07    0.11720E+04
   298    0.40292E+04    0.85133E+01    0.11585E+03    0.14688E+07    0.11617E+04
   299    0.39963E+04    0.86854E+01    0.11625E+03    0.14629E+07    0.11515E+04
   300    0.39632E+04    0.88574E+01    0.11660E+03    0.14569E+07    0.11414E+04
   301    0.39301E+04    0.90309E+01    0.11693E+03    0.14510E+07    0.11313E+04
   302    0.38969E+04    0.92051E+01    0.11723E+03    0.14451E+07    0.11213E+04
   303    0.38637E+04    0.93808E+01    0.11749E+03    0.14393E+07    0.11114E+04
   304    0.38304E+04    0.95580E+01    0.11770E+03    0.14335E+07    0.11015E+04
   305    0.37971E+04    0.97351E+01    0.11788E+03    0.14278E+07    0.10917E+04
   306    0.37638E+04    0.99130E+01    0.11803E+03    0.14220E+07    0.10820E+04
   307    0.37304E+04    0.10092E+02    0.11813E+03    0.14163E+07    0.10723E+04
   308    0.36971E+04    0.10272E+02    0.11821E+03    0.14107E+07    0.10627E+04
   309    0.36638E+04    0.10452E+02    0.11824E+03    0.14050E+07    0.10532E+04
   310    0.36304E+04    0.10633E+02    0.11824E+03    0.13994E+07    0.10438E+04
   311    0.35971E+04    0.10815E+02    0.11820E+03    0.13939E+07    0.10344E+04
   312    0.35639E+04    0.10996E+02    0.11813E+03    0.13884E+07    0.10250E+04
   313    0.35307E+04    0.11179E+02    0.11801E+03    0.13829E+07    0.10158E+04
   314    0.34976E+04    0.11362E+02    0.11786E+03    0.13774E+07    0.10066E+04
   315    0.34645E+04    0.11544E+02    0.11767E+03    0.13720E+07    0.99748E+03
   316    0.34315E+04    0.11727E+02    0.11745E+03    0.13666E+07    0.98843E+03
   317    0.33986E+04    0.11909E+02    0.11718E+03    0.13612E+07    0.97945E+03
   318    0.33658E+04    0.12093E+02    0.11688E+03    0.13558E+07    0.97053E+03
   319    0.33331E+04    0.12276E+02    0.11655E+03    0.13505E+07    0.96168E+03
   320    0.33005E+04    0.12459E+02    0.11618E+03    0.13453E+07    0.95290E+03
   321    0.32680E+04    0.12643E+02    0.11577E+03    0.13400E+07    0.94419E+03
   322    0.32357E+04    0.12825E+02    0.11532E+03    0.13348E+07    0.93554E+03
