#    L    TT             EE             TE             PP             TP          
   552    0.24763E+04    0.77801E+01    0.32578E+01    0.61298E+06    0.65446E+02
   553    0.24729E+04    0.79061E+01    0.44090E+01    0.61117E+06    0.65662E+02
   554    0.24693E+04    0.80386E+01    0.55457E+01    0.60936E+06    0.65895E+02
   555    0.24655E+04    0.81754E+01    0.66671E+01    0.60757E+06    0.66144E+02
   556    0.24615E+04    0.83174E+01    0.77731E+01    0.60578E+06    0.66410E+02
   557    0.24573E+04    0.84637E+01    0.88619E+01    0.60399E+06    0.66691E+02
   558    0.24529E+04    0.86159E+01    0.99341E+01    0.60222E+06    0.66987E+02
   559    0.24483E+04    0.87716E+01    0.10989E+02    0.60045E+06    0.67300E+02
   560    0.24435E+04    0.89318E+01    0.12025E+02    0.59869E+06    0.67627E+02
   561    0.24385E+04    0.90971E+01    0.13042E+02    0.59694E+06    0.67969E+02
   562    0.24334E+04    0.92675E+01    0.14039E+02    0.59519E+06    0.68326E+02
   563    0.24281E+04    0.94415E+01    0.15019E+02    0.59345E+06    0.68698E+02
   564    0.24226E+04    0.96214E+01    0.15975E+02    0.59172E+06    0.69084E+02
   565    0.24169E+04    0.98042E+01    0.16911E+02    0.58999E+06    0.69485E+02
   566    0.24111E+04    0.99922E+01    0.17825E+02    0.58828E+06    0.69899E+02
   567    0.24051E+04    0.10184E+02    0.18716E+02    0.58657E+06    0.70328E+02
   568    0.23990E+04    0.10381E+02    0.19585E+02    0.58486E+06    0.70770E+02
   569    0.23926E+04    0.10582E+02    0.20432E+02    0.58317E+06    0.71225E+02
   570    0.23862E+04    0.10787E+02    0.21253E+02    0.58148E+06    0.71694E+02
   571    0.23795E+04    0.10996E+02    0.22049E+02    0.57980E+06    0.72175E+02
   572    0.23727E+04    0.11209E+02    0.22822E+02    0.57812E+06    0.72670E+02
   573    0.23658E+04    0.11425E+02    0.23568E+02    0.57645E+06    0.73177E+02
   574    0.23588E+04    0.11647E+02    0.24289E+02    0.57479E+06    0.73697E+02
   575    0.23516E+04    0.11871E+02    0.24983E+02    0.57314E+06    0.74229E+02
   576    0.23443E+04    0.12099E+02    0.25651E+02    0.57149E+06    0.74773E+02
   577    0.23368E+04    0.12331E+02    0.26293E+02    0.56985E+06    0.75330E+02
   578    0.23292E+04    0.12566E+02    0.26906E+02    0.56822E+06    0.75897E+02
   579    0.23216E+04    0.12806E+02    0.27492E+02    0.56659E+06    0.76477E+02
   580    0.23138E+04    0.13048E+02    0.28048E+02    0.56497E+06    0.77067E+02
   581    0.23058E+04    0.13294E+02    0.28578E+02    0.56335E+06    0.77669E+02
   582    0.22977E+04    0.13543E+02    0.29077E+02    0.56175E+06    0.78281E+02
   583    0.22896E+04    0.13796E+02    0.29547E+02    0.56015E+06    0.78905E+02
   584    0.22814E+04    0.14051E+02    0.29988E+02    0.55855E+06    0.79538E+02
   585    0.22731E+04    0.14309E+02    0.30399E+02    0.55696E+06    0.80183E+02
   586    0.22647E+04    0.14570E+02    0.30779E+02    0.55538E+06    0.80837E+02
   587    0.22563E+04    0.14834E+02    0.31129E+02    0.55381E+06    0.81501E+02
   588    0.22477E+04    0.15100E+02    0.31448E+02    0.55224E+06    0.82175E+02
   589    0.22390E+04    0.15370E+02    0.31736E+02    0.55068E+06    0.82859E+02
   590    0.22302E+04    0.15641E+02    0.31993E+02    0.54912E+06    0.83551E+02
   591    0.22215E+04    0.15916E+02    0.32219E+02    0.54757E+06    0.84253E+02
   592    0.22126E+04    0.16191E+02    0.32412E+02    0.54603E+06    0.84964E+02
   593    0.22037E+04    0.16471E+02    0.32574E+02    0.54449E+06    0.85684E+02
   594    0.21946E+04    0.16752E+02    0.32704E+02    0.54296E+06    0.86412E+02
   595    0.21855E+04    0.17034E+02    0.32802E+02    0.54144E+06    0.87149E+02
   596    0.21765E+04    0.17319E+02    0.32867E+02    0.53992E+06    0.87894E+02
   597    0.21674E+04    0.17604E+02    0.32900E+02    0.53841E+06    0.88647E+02
   598    0.21585E+04    0.17892E+02    0.32901E+02    0.53690E+06    0.89407E+02
   599    0.21493E+04    0.18181E+02    0.32870E+02    0.53540E+06    0.90176E+02
   600    0.21402E+04    0.18473E+02    0.32805E+02    0.53391E+06    0.90951E+02
   601    0.21310E+04    0.18765E+02    0.32708E+02    0.53242E+06    0.91734E+02
   602    0.21217E+04    0.19058E+02    0.32578E+02    0.53094E+06    0.92524E+02
   603    0.21124E+04    0.19353E+02    0.32416E+02    0.52947E+06    0.93320E+02
   604    0.21033E+04    0.19648E+02    0.32221E+02    0.52800E+06    0.94123E+02
   605    0.20941E+04    0.19945E+02    0.31994E+02    0.52653E+06    0.94933E+02
   606    0.20849E+04    0.20241E+02    0.31733E+02    0.52508E+06    0.95749E+02
   607    0.20755E+04    0.20539E+02    0.31440E+02    0.52362E+06    0.96570E+02
   608    0.20663E+04    0.20838E+02    0.31114E+02    0.52218E+06    0.97398E+02
   609    0.20572E+04    0.21136E+02    0.30755E+02    0.52074E+06    0.98231E+02
   610    0.20480E+04    0.21434E+02    0.30363E+02    0.51930E+06    0.99069E+02
   611    0.20389E+04    0.21733E+02    0.29940E+02    0.51787E+06    0.99913E+02
   612    0.20298E+04    0.22033E+02    0.29484E+02    0.51645E+06    0.10076E+03
   613    0.20206E+04    0.22330E+02    0.28996E+02    0.51503E+06    0.10161E+03
   614    0.20116E+04    0.22629E+02    0.28474E+02    0.51362E+06    0.10247E+03
   615    0.20026E+04    0.22926E+02    0.27922E+02    0.51222E+06    0.10334E+03
   616    0.19937E+04    0.23225E+02    0.27338E+02    0.51082E+06    0.10420E+03
   617    0.19849E+04    0.23522E+02    0.26722E+02    0.50942E+06    0.10507E+03
   618    0.19760E+04    0.23819E+02    0.26074E+02    0.50803E+06    0.10595E+03
   619    0.19672E+04    0.24117E+02    0.25396E+02    0.50665E+06    0.10682E+03
   620    0.19586E+04    0.24411E+02    0.24687E+02    0.50527E+06    0.10770E+03
   621    0.19499E+04    0.24706E+02    0.23947E+02    0.50390E+06    0.10859E+03
   622    0.19414E+04    0.24999E+02    0.23176E+02    0.50253E+06    0.10948E+03
   623    0.19330E+04    0.25290E+02    0.22377E+02    0.50117E+06    0.11037E+03
   624    0.19245E+04    0.25580E+02    0.21547E+02    0.49982E+06    0.11126E+03
   625    0.19162E+04    0.25869E+02    0.20686E+02    0.49846E+06    0.11215E+03
   626    0.19080E+04    0.26156E+02    0.19797E+02    0.49712E+06    0.11305E+03
   627    0.18999E+04    0.26441E+02    0.18879E+02    0.49578E+06    0.11395E+03
   628    0.18919E+04    0.26725E+02    0.17932E+02    0.49444E+06    0.11485E+03
   629    0.18841E+04    0.27006E+02    0.16957E+02    0.49312E+06    0.11575E+03
   630    0.18762E+04    0.27285E+02    0.15953E+02    0.49179E+06    0.11665E+03
   631    0.18685E+04    0.27562E+02    0.14923E+02    0.49047E+06    0.11756E+03
   632    0.18609E+04    0.27836E+02    0.13864E+02    0.48916E+06    0.11846E+03
   633    0.18534E+04    0.28109E+02    0.12780E+02    0.48785E+06    0.11937E+03
   634    0.18461E+04    0.28378E+02    0.11669E+02    0.48655E+06    0.12028E+03
   635    0.18390E+04    0.28646E+02    0.10533E+02    0.48525E+06    0.12118E+03
   636    0.18318E+04    0.28911E+02    0.93715E+01    0.48396E+06    0.12209E+03
   637    0.18248E+04    0.29172E+02    0.81842E+01    0.48267E+06    0.12300E+03
   638    0.18180E+04    0.29431E+02    0.69734E+01    0.48139E+06    0.12390E+03
   639    0.18113E+04    0.29686E+02    0.57379E+01    0.48011E+06    0.12481E+03
   640    0.18048E+04    0.29940E+02    0.44794E+01    0.47884E+06    0.12571E+03
   641    0.17984E+04    0.30189E+02    0.31978E+01    0.47757E+06    0.12662E+03
   642    0.17921E+04    0.30435E+02    0.18939E+01    0.47630E+06    0.12752E+03
   643    0.17860E+04    0.30678E+02    0.56797E+00    0.47505E+06    0.12842E+03
   644    0.17801E+04    0.30916E+02   -0.77917E+00    0.47379E+06    0.12933E+03
   645    0.17742E+04    0.31151E+02   -0.21473E+01    0.47255E+06    0.13022E+03
   646    0.17685E+04    0.31382E+02   -0.35358E+01    0.47130E+06    0.13112E+03
   647    0.17631E+04    0.31610E+02   -0.49446E+01    0.47006E+06    0.13202E+03
   648    0.17577E+04    0.31833E+02   -0.63716E+01    0.46883E+06    0.13291E+03
   649    0.17526E+04    0.32052E+02   -0.78178E+01    0.46760E+06    0.13380E+03
   650    0.17476E+04    0.32267E+02   -0.92817E+01    0.46638E+06    0.13468E+03
   651    0.17428E+04    0.32479E+02   -0.10763E+02    0.46516E+06    0.13557E+03
   652    0.17381E+04    0.32686E+02   -0.12262E+02    0.46394E+06    0.13645E+03
   653    0.17337E+04    0.32888E+02   -0.13776E+02    0.46273E+06    0.13733E+03
   654    0.17293E+04    0.33086E+02   -0.15304E+02    0.46153E+06    0.13820E+03
   655    0.17251E+04    0.33279E+02   -0.16849E+02    0.46033E+06    0.13907E+03
   656    0.17212E+04    0.33468E+02   -0.18407E+02    0.45913E+06    0.13994E+03
   657    0.17175E+04    0.33652E+02   -0.19978E+02    0.45794E+06    0.14081E+03
   658    0.17138E+04    0.33832E+02   -0.21562E+02    0.45675E+06    0.14167E+03
   659    0.17104E+04    0.34007E+02   -0.23159E+02    0.45557E+06    0.14252E+03
   660    0.17072E+04    0.34176E+02   -0.24766E+02    0.45439E+06    0.14338E+03
   661    0.17042E+04    0.34340E+02   -0.26384E+02    0.45322E+06    0.14422E+03
   662    0.17014E+04    0.34500E+02   -0.28012E+02    0.45205E+06    0.14507E+03
   663    0.16987E+04    0.34655E+02   -0.29650E+02    0.45089E+06    0.14591E+03
   664    0.16962E+04    0.34803E+02   -0.31296E+02    0.44973E+06    0.14675E+03
   665    0.16939E+04    0.34947E+02   -0.32951E+02    0.44857E+06    0.14758E+03
   666    0.16918E+04    0.35086E+02   -0.34612E+02    0.44742E+06    0.14840E+03
   667    0.16899E+04    0.35218E+02   -0.36280E+02    0.44627E+06    0.14923E+03
   668    0.16880E+04    0.35346E+02   -0.37954E+02    0.44513E+06    0.15005E+03
   669    0.16866E+04    0.35469E+02   -0.39633E+02    0.44399E+06    0.15086E+03
   670    0.16852E+04    0.35585E+02   -0.41315E+02    0.44286E+06    0.15167E+03
   671    0.16841E+04    0.35698E+02   -0.43002E+02    0.44173E+06    0.15247E+03
   672    0.16831E+04    0.35803E+02   -0.44693E+02    0.44061E+06    0.15327E+03
   673    0.16824E+04    0.35904E+02   -0.46384E+02    0.43949E+06    0.15406E+03
   674    0.16818E+04    0.35998E+02   -0.48078E+02    0.43837E+06    0.15485E+03
   675    0.16814E+04    0.36087E+02   -0.49772E+02    0.43726E+06    0.15563E+03
   676    0.16812E+04    0.36170E+02   -0.51466E+02    0.43615E+06    0.15640E+03
   677    0.16812E+04    0.36247E+02   -0.53159E+02    0.43504E+06    0.15717E+03
   678    0.16814E+04    0.36318E+02   -0.54851E+02    0.43394E+06    0.15794E+03
   679    0.16818E+04    0.36384E+02   -0.56541E+02    0.43285E+06    0.15870E+03
   680    0.16825E+04    0.36444E+02   -0.58228E+02    0.43176E+06    0.15945E+03
   681    0.16833E+04    0.36498E+02   -0.59911E+02    0.43067E+06    0.16020E+03
   682    0.16842E+04    0.36545E+02   -0.61591E+02    0.42959E+06    0.16094E+03
   683    0.16855E+04    0.36588E+02   -0.63266E+02    0.42851E+06    0.16167E+03
   684    0.16868E+04    0.36623E+02   -0.64936E+02    0.42743E+06    0.16240E+03
   685    0.16883E+04    0.36653E+02   -0.66600E+02    0.42636E+06    0.16312E+03
   686    0.16900E+04    0.36677E+02   -0.68248E+02    0.42529E+06    0.16383E+03
   687    0.16920E+04    0.36695E+02   -0.69893E+02    0.42423E+06    0.16454E+03
   688    0.16940E+04    0.36707E+02   -0.71532E+02    0.42317E+06    0.16524E+03
   689    0.16963E+04    0.36712E+02   -0.73158E+02    0.42212E+06    0.16593E+03
   690    0.16987E+04    0.36713E+02   -0.74778E+02    0.42106E+06    0.16662E+03
   691    0.17014E+04    0.36705E+02   -0.76384E+02    0.42002E+06    0.16730E+03
   692    0.17042E+04    0.36694E+02   -0.77978E+02    0.41897E+06    0.16797E+03
   693    0.17072E+04    0.36676E+02   -0.79565E+02    0.41793E+06    0.16864E+03
   694    0.17103E+04    0.36651E+02   -0.81132E+02    0.41690E+06    0.16929E+03
   695    0.17137E+04    0.36622E+02   -0.82685E+02    0.41586E+06    0.16994E+03
   696    0.17173E+04    0.36586E+02   -0.84240E+02    0.41484E+06    0.17059E+03
   697    0.17210E+04    0.36545E+02   -0.85767E+02    0.41381E+06    0.17122E+03
   698    0.17248E+04    0.36496E+02   -0.87281E+02    0.41279E+06    0.17184E+03
   699    0.17288E+04    0.36443E+02   -0.88775E+02    0.41177E+06    0.17246E+03
   700    0.17331E+04    0.36383E+02   -0.90255E+02    0.41076E+06    0.17307E+03
   701    0.17374E+04    0.36318E+02   -0.91722E+02    0.40975E+06    0.17367E+03
   702    0.17420E+04    0.36247E+02   -0.93161E+02    0.40874E+06    0.17427E+03
   703    0.17466E+04    0.36170E+02   -0.94602E+02    0.40774E+06    0.17485E+03
   704    0.17515E+04    0.36088E+02   -0.96008E+02    0.40674E+06    0.17543E+03
   705    0.17564E+04    0.35999E+02   -0.97393E+02    0.40574E+06    0.17600E+03
   706    0.17615E+04    0.35905E+02   -0.98765E+02    0.40475E+06    0.17655E+03
   707    0.17667E+04    0.35806E+02   -0.10012E+03    0.40376E+06    0.17710E+03
   708    0.17722E+04    0.35701E+02   -0.10143E+03    0.40278E+06    0.17765E+03
   709    0.17777E+04    0.35591E+02   -0.10274E+03    0.40180E+06    0.17818E+03
   710    0.17834E+04    0.35475E+02   -0.10403E+03    0.40082E+06    0.17870E+03
   711    0.17892E+04    0.35354E+02   -0.10528E+03    0.39985E+06    0.17922E+03
   712    0.17952E+04    0.35227E+02   -0.10652E+03    0.39887E+06    0.17972E+03
   713    0.18014E+04    0.35095E+02   -0.10773E+03    0.39791E+06    0.18022E+03
   714    0.18075E+04    0.34959E+02   -0.10891E+03    0.39694E+06    0.18070E+03
   715    0.18139E+04    0.34816E+02   -0.11008E+03    0.39598E+06    0.18118E+03
   716    0.18204E+04    0.34669E+02   -0.11121E+03    0.39503E+06    0.18164E+03
   717    0.18269E+04    0.34517E+02   -0.11232E+03    0.39407E+06    0.18210E+03
   718    0.18336E+04    0.34360E+02   -0.11340E+03    0.39312E+06    0.18255E+03
   719    0.18404E+04    0.34197E+02   -0.11445E+03    0.39217E+06    0.18299E+03
   720    0.18472E+04    0.34029E+02   -0.11548E+03    0.39123E+06    0.18341E+03
   721    0.18543E+04    0.33859E+02   -0.11647E+03    0.39029E+06    0.18383E+03
   722    0.18614E+04    0.33682E+02   -0.11743E+03    0.38935E+06    0.18424E+03
   723    0.18686E+04    0.33501E+02   -0.11837E+03    0.38842E+06    0.18463E+03
   724    0.18759E+04    0.33316E+02   -0.11928E+03    0.38749E+06    0.18502E+03
   725    0.18832E+04    0.33127E+02   -0.12016E+03    0.38656E+06    0.18540E+03
   726    0.18907E+04    0.32935E+02   -0.12100E+03    0.38564E+06    0.18576E+03
   727    0.18983E+04    0.32737E+02   -0.12182E+03    0.38472E+06    0.18612E+03
   728    0.19059E+04    0.32533E+02   -0.12261E+03    0.38380E+06    0.18646E+03
   729    0.19136E+04    0.32327E+02   -0.12337E+03    0.38289E+06    0.18679E+03
   730    0.19213E+04    0.32117E+02   -0.12409E+03    0.38198E+06    0.18712E+03
   731    0.19292E+04    0.31902E+02   -0.12477E+03    0.38107E+06    0.18743E+03
   732    0.19370E+04    0.31686E+02   -0.12542E+03    0.38016E+06    0.18773E+03
   733    0.19450E+04    0.31464E+02   -0.12605E+03    0.37926E+06    0.18802E+03
   734    0.19531E+04    0.31239E+02   -0.12663E+03    0.37836E+06    0.18830E+03
   735    0.19612E+04    0.31010E+02   -0.12720E+03    0.37747E+06    0.18856E+03
   736    0.19692E+04    0.30777E+02   -0.12771E+03    0.37658E+06    0.18882E+03
   737    0.19774E+04    0.30543E+02   -0.12821E+03    0.37569E+06    0.18906E+03
   738    0.19855E+04    0.30305E+02   -0.12865E+03    0.37480E+06    0.18929E+03
   739    0.19937E+04    0.30064E+02   -0.12907E+03    0.37392E+06    0.18951E+03
   740    0.20019E+04    0.29820E+02   -0.12946E+03    0.37304E+06    0.18972E+03
   741    0.20102E+04    0.29572E+02   -0.12981E+03    0.37216E+06    0.18992E+03
   742    0.20185E+04    0.29324E+02   -0.13012E+03    0.37129E+06    0.19010E+03
   743    0.20269E+04    0.29073E+02   -0.13040E+03    0.37042E+06    0.19028E+03
   744    0.20353E+04    0.28819E+02   -0.13064E+03    0.36955E+06    0.19044E+03
   745    0.20436E+04    0.28562E+02   -0.13086E+03    0.36868E+06    0.19059E+03
   746    0.20519E+04    0.28304E+02   -0.13102E+03    0.36782E+06    0.19072E+03
   747    0.20602E+04    0.28043E+02   -0.13116E+03    0.36696E+06    0.19084E+03
   748    0.20685E+04    0.27781E+02   -0.13126E+03    0.36610E+06    0.19095E+03
   749    0.20769E+04    0.27515E+02   -0.13134E+03    0.36525E+06    0.19105E+03
   750    0.20852E+04    0.27249E+02   -0.13137E+03    0.36440E+06    0.19114E+03
   751    0.20935E+04    0.26981E+02   -0.13137E+03    0.36355E+06    0.19121E+03
   752    0.21019E+04    0.26713E+02   -0.13132E+03    0.36271E+06    0.19127E+03
   753    0.21101E+04    0.26441E+02   -0.13124E+03    0.36186E+06    0.19132E+03
   754    0.21183E+04    0.26169E+02   -0.13113E+03    0.36103E+06    0.19135E+03
   755    0.21266E+04    0.25896E+02   -0.13098E+03    0.36019E+06    0.19138E+03
   756    0.21347E+04    0.25622E+02   -0.13080E+03    0.35935E+06    0.19139E+03
   757    0.21430E+04    0.25348E+02   -0.13057E+03    0.35852E+06    0.19138E+03
   758    0.21510E+04    0.25072E+02   -0.13031E+03    0.35769E+06    0.19137E+03
   759    0.21591E+04    0.24795E+02   -0.13002E+03    0.35687E+06    0.19134E+03
   760    0.21671E+04    0.24518E+02   -0.12970E+03    0.35605E+06    0.19131E+03
   761    0.21750E+04    0.24241E+02   -0.12933E+03    0.35523E+06    0.19126E+03
   762    0.21830E+04    0.23964E+02   -0.12893E+03    0.35441E+06    0.19120E+03
   763    0.21908E+04    0.23687E+02   -0.12850E+03    0.35359E+06    0.19112E+03
   764    0.21985E+04    0.23409E+02   -0.12804E+03    0.35278E+06    0.19104E+03
   765    0.22062E+04    0.23131E+02   -0.12753E+03    0.35197E+06    0.19094E+03
   766    0.22139E+04    0.22855E+02   -0.12700E+03    0.35117E+06    0.19084E+03
   767    0.22214E+04    0.22579E+02   -0.12642E+03    0.35036E+06    0.19072E+03
   768    0.22289E+04    0.22303E+02   -0.12581E+03    0.34956E+06    0.19059E+03
   769    0.22363E+04    0.22027E+02   -0.12517E+03    0.34876E+06    0.19045E+03
   770    0.22435E+04    0.21752E+02   -0.12450E+03    0.34796E+06    0.19030E+03
   771    0.22507E+04    0.21479E+02   -0.12379E+03    0.34717E+06    0.19014E+03
   772    0.22578E+04    0.21206E+02   -0.12304E+03    0.34638E+06    0.18997E+03
   773    0.22648E+04    0.20935E+02   -0.12226E+03    0.34559E+06    0.18979E+03
   774    0.22716E+04    0.20665E+02   -0.12146E+03    0.34480E+06    0.18959E+03
   775    0.22785E+04    0.20396E+02   -0.12062E+03    0.34402E+06    0.18939E+03
   776    0.22851E+04    0.20130E+02   -0.11975E+03    0.34324E+06    0.18918E+03
   777    0.22916E+04    0.19864E+02   -0.11884E+03    0.34246E+06    0.18896E+03
   778    0.22982E+04    0.19601E+02   -0.11790E+03    0.34168E+06    0.18872E+03
   779    0.23044E+04    0.19340E+02   -0.11693E+03    0.34091E+06    0.18848E+03
   780    0.23106E+04    0.19079E+02   -0.11593E+03    0.34014E+06    0.18823E+03
   781    0.23167E+04    0.18822E+02   -0.11491E+03    0.33937E+06    0.18797E+03
   782    0.23226E+04    0.18567E+02   -0.11386E+03    0.33861E+06    0.18770E+03
   783    0.23285E+04    0.18314E+02   -0.11277E+03    0.33784E+06    0.18742E+03
   784    0.23342E+04    0.18064E+02   -0.11165E+03    0.33708E+06    0.18713E+03
   785    0.23396E+04    0.17816E+02   -0.11051E+03    0.33632E+06    0.18683E+03
   786    0.23451E+04    0.17571E+02   -0.10931E+03    0.33557E+06    0.18652E+03
   787    0.23503E+04    0.17329E+02   -0.10811E+03    0.33481E+06    0.18620E+03
   788    0.23553E+04    0.17090E+02   -0.10688E+03    0.33406E+06    0.18588E+03
   789    0.23603E+04    0.16852E+02   -0.10562E+03    0.33331E+06    0.18554E+03
   790    0.23651E+04    0.16620E+02   -0.10433E+03    0.33256E+06    0.18520E+03
   791    0.23698E+04    0.16389E+02   -0.10301E+03    0.33182E+06    0.18485E+03
   792    0.23743E+04    0.16163E+02   -0.10168E+03    0.33108E+06    0.18449E+03
   793    0.23786E+04    0.15941E+02   -0.10031E+03    0.33034E+06    0.18412E+03
   794    0.23827E+04    0.15723E+02   -0.98920E+02    0.32960E+06    0.18375E+03
   795    0.23867E+04    0.15507E+02   -0.97503E+02    0.32886E+06    0.18336E+03
   796    0.23906E+04    0.15296E+02   -0.96071E+02    0.32813E+06    0.18297E+03
   797    0.23942E+04    0.15088E+02   -0.94609E+02    0.32740E+06    0.18257E+03
   798    0.23977E+04    0.14885E+02   -0.93132E+02    0.32667E+06    0.18216E+03
   799    0.24010E+04    0.14686E+02   -0.91632E+02    0.32594E+06    0.18175E+03
   800    0.24042E+04    0.14490E+02   -0.90110E+02    0.32522E+06    0.18132E+03
   801    0.24072E+04    0.14299E+02   -0.88572E+02    0.32450E+06    0.18089E+03
   802    0.24099E+04    0.14112E+02   -0.86997E+02    0.32378E+06    0.18046E+03
   803    0.24126E+04    0.13929E+02   -0.85421E+02    0.32306E+06    0.18001E+03
   804    0.24150E+04    0.13751E+02   -0.83815E+02    0.32235E+06    0.17956E+03
   805    0.24174E+04    0.13578E+02   -0.82193E+02    0.32163E+06    0.17910E+03
   806    0.24194E+04    0.13408E+02   -0.80556E+02    0.32092E+06    0.17863E+03
   807    0.24213E+04    0.13244E+02   -0.78904E+02    0.32021E+06    0.17816E+03
   808    0.24229E+04    0.13086E+02   -0.77229E+02    0.31951E+06    0.17768E+03
   809    0.24245E+04    0.12932E+02   -0.75546E+02    0.31880E+06    0.17719E+03
   810    0.24257E+04    0.12783E+02   -0.73839E+02    0.31810E+06    0.17670E+03
   811    0.24268E+04    0.12638E+02   -0.72118E+02    0.31740E+06    0.17620E+03
   812    0.24277E+04    0.12501E+02   -0.70387E+02    0.31670E+06    0.17569E+03
   813    0.24284E+04    0.12366E+02   -0.68644E+02    0.31600E+06    0.17517E+03
   814    0.24291E+04    0.12238E+02   -0.66888E+02    0.31531E+06    0.17465E+03
   815    0.24294E+04    0.12115E+02   -0.65121E+02    0.31462E+06    0.17413E+03
   816    0.24295E+04    0.11998E+02   -0.63343E+02    0.31393E+06    0.17359E+03
   817    0.24294E+04    0.11886E+02   -0.61554E+02    0.31324E+06    0.17305E+03
   818    0.24293E+04    0.11780E+02   -0.59755E+02    0.31255E+06    0.17250E+03
   819    0.24288E+04    0.11679E+02   -0.57947E+02    0.31187E+06    0.17195E+03
   820    0.24283E+04    0.11583E+02   -0.56130E+02    0.31119E+06    0.17139E+03
   821    0.24274E+04    0.11493E+02   -0.54307E+02    0.31051E+06    0.17083E+03
   822    0.24264E+04    0.11409E+02   -0.52476E+02    0.30983E+06    0.17026E+03
   823    0.24252E+04    0.11331E+02   -0.50638E+02    0.30916E+06    0.16968E+03
   824    0.24237E+04    0.11259E+02   -0.48794E+02    0.30848E+06    0.16910E+03
   825    0.24221E+04    0.11192E+02   -0.46946E+02    0.30781E+06    0.16851E+03
   826    0.24202E+04    0.11132E+02   -0.45093E+02    0.30714E+06    0.16792E+03
   827    0.24181E+04    0.11077E+02   -0.43238E+02    0.30648E+06    0.16732E+03
   828    0.24160E+04    0.11029E+02   -0.41379E+02    0.30581E+06    0.16671E+03
   829    0.24135E+04    0.10987E+02   -0.39518E+02    0.30515E+06    0.16610E+03
   830    0.24109E+04    0.10950E+02   -0.37658E+02    0.30448E+06    0.16548E+03
   831    0.24081E+04    0.10920E+02   -0.35796E+02    0.30382E+06    0.16486E+03
   832    0.24051E+04    0.10895E+02   -0.33935E+02    0.30317E+06    0.16424E+03
   833    0.24019E+04    0.10876E+02   -0.32074E+02    0.30251E+06    0.16360E+03
   834    0.23985E+04    0.10863E+02   -0.30214E+02    0.30186E+06    0.16297E+03
   835    0.23950E+04    0.10858E+02   -0.28357E+02    0.30121E+06    0.16232E+03
   836    0.23911E+04    0.10857E+02   -0.26502E+02    0.30056E+06    0.16168E+03
   837    0.23871E+04    0.10863E+02   -0.24651E+02    0.29991E+06    0.16102E+03
   838    0.23829E+04    0.10875E+02   -0.22804E+02    0.29926E+06    0.16036E+03
   839    0.23784E+04    0.10893E+02   -0.20960E+02    0.29862E+06    0.15970E+03
   840    0.23739E+04    0.10918E+02   -0.19122E+02    0.29797E+06    0.15904E+03
   841    0.23691E+04    0.10948E+02   -0.17292E+02    0.29733E+06    0.15836E+03
   842    0.23641E+04    0.10984E+02   -0.15466E+02    0.29669E+06    0.15769E+03
   843    0.23590E+04    0.11027E+02   -0.13651E+02    0.29606E+06    0.15701E+03
   844    0.23536E+04    0.11076E+02   -0.11842E+02    0.29542E+06    0.15632E+03
   845    0.23481E+04    0.11129E+02   -0.10043E+02    0.29479E+06    0.15563E+03
   846    0.23425E+04    0.11191E+02   -0.82535E+01    0.29416E+06    0.15493E+03
   847    0.23367E+04    0.11257E+02   -0.64740E+01    0.29353E+06    0.15424E+03
   848    0.23307E+04    0.11330E+02   -0.47060E+01    0.29290E+06    0.15353E+03
   849    0.23244E+04    0.11408E+02   -0.29490E+01    0.29227E+06    0.15283E+03
   850    0.23181E+04    0.11493E+02   -0.12040E+01    0.29165E+06    0.15211E+03
   851    0.23115E+04    0.11583E+02    0.52832E+00    0.29103E+06    0.15140E+03
   852    0.23047E+04    0.11680E+02    0.22476E+01    0.29041E+06    0.15068E+03
   853    0.22978E+04    0.11782E+02    0.39532E+01    0.28979E+06    0.14996E+03
   854    0.22907E+04    0.11890E+02    0.56435E+01    0.28917E+06    0.14923E+03
   855    0.22834E+04    0.12005E+02    0.73196E+01    0.28855E+06    0.14850E+03
   856    0.22761E+04    0.12123E+02    0.89796E+01    0.28794E+06    0.14776E+03
   857    0.22685E+04    0.12248E+02    0.10623E+02    0.28733E+06    0.14702E+03
   858    0.22607E+04    0.12381E+02    0.12249E+02    0.28672E+06    0.14628E+03
   859    0.22528E+04    0.12516E+02    0.13859E+02    0.28611E+06    0.14554E+03
   860    0.22448E+04    0.12657E+02    0.15451E+02    0.28550E+06    0.14479E+03
   861    0.22366E+04    0.12805E+02    0.17023E+02    0.28490E+06    0.14404E+03
   862    0.22282E+04    0.12958E+02    0.18576E+02    0.28429E+06    0.14328E+03
   863    0.22197E+04    0.13116E+02    0.20109E+02    0.28369E+06    0.14252E+03
   864    0.22111E+04    0.13279E+02    0.21623E+02    0.28309E+06    0.14176E+03
   865    0.22021E+04    0.13447E+02    0.23114E+02    0.28249E+06    0.14099E+03
   866    0.21934E+04    0.13621E+02    0.24583E+02    0.28189E+06    0.14022E+03
   867    0.21843E+04    0.13801E+02    0.26031E+02    0.28130E+06    0.13945E+03
   868    0.21751E+04    0.13984E+02    0.27457E+02    0.28071E+06    0.13868E+03
   869    0.21658E+04    0.14173E+02    0.28859E+02    0.28011E+06    0.13790E+03
   870    0.21563E+04    0.14367E+02    0.30239E+02    0.27952E+06    0.13712E+03
   871    0.21467E+04    0.14565E+02    0.31593E+02    0.27893E+06    0.13634E+03
